CID,anionE_H,dianionE_H,dE_eV,SM_H,conformer,adductE_H,adduct_complete,filename,dE_addCO2_H,lnKco2,logKco2,,,,,,,,
24972535,-615.8639923,-615.9763149,3.056455198,-804.4889147,1,-804.5250598,TRUE,24972535_1.log,-0.016851181,17.85161395,7.751460682,,,,,,,,
24972874,-741.5992691,-741.7186297,3.247969031,-930.2312295,0,-930.2585779,TRUE,24972874_0.log,-0.008054481,8.532665182,3.70502179,,,,,,,,
24972908,-1044.419463,-1044.550872,3.575831026,-1233.063472,0,-1233.077149,TRUE,24972908_0.log,0.005616219,-5.949646702,-2.583433218,,,,,,,,
24973094,-1242.885019,-1243.013369,3.492591353,-1431.525969,2,-1431.548703,TRUE,24973094_2.log,-0.003440181,3.644420123,1.582466402,,,,,,,,
24973202,-812.3036388,-812.417496,3.098213812,-1000.930096,0,-1000.954056,TRUE,24973202_0.log,-0.004666581,4.943629914,2.146604392,,,,,,,,
24973632,-779.9451761,-780.0620922,3.181450764,-968.574692,1,-968.5918531,TRUE,24973632_1.log,0.002132819,-2.259441722,-0.981086288,,,,,,,,
24973660,-1225.57427,-1225.696898,3.336887723,-1414.209498,0,-1414.228888,TRUE,24973660_0.log,-9.5881E-05,0.101573332,0.04410479,,,,,,,,
24973737,-767.4373405,-767.5490903,3.040868508,-956.0616901,0,-956.1034637,TRUE,24973737_0.log,-0.022479681,23.81427076,10.3405431,,,,,,,,
24973987,-895.0003559,-895.1186917,3.220082788,-1083.631292,0,-1083.658298,TRUE,24973987_0.log,-0.007712181,8.170043271,3.547565467,,,,,,,,
24974101,-954.4765819,-954.5938842,3.191959806,-1143.106484,1,-1143.119031,TRUE,24974101_1.log,0.006746819,-7.14736897,-3.103503678,,,,,,,,
24974907,-742.8359535,-742.9551904,3.244602981,-931.4677902,1,-931.4942251,TRUE,24974907_1.log,-0.007140981,7.564931861,3.284816266,,,,,,,,
24975108,-993.5095976,-993.645113,3.687563756,-1182.157713,2,-1182.180126,TRUE,24975108_2.log,-0.003118881,3.304044955,1.434669976,,,,,,,,
24975324,-991.6149826,-991.7330486,3.212741152,-1180.245648,1,-1180.283916,TRUE,24975324_1.log,-0.018973181,20.09959436,8.727570284,,,,,,,,
24975361,-876.9100968,-877.0400101,3.535122772,-1065.55261,0,-1065.568481,TRUE,24975361_0.log,0.003422919,-3.6261333,-1.574525966,,,,,,,,
24975503,-1276.248305,-1276.363936,3.146489557,-1464.876536,1,-1464.880914,TRUE,24975503_1.log,0.014915919,-15.80145793,-6.861249646,,,,,,,,
24975582,-919.7672797,-919.8787376,3.0329255,-1108.391337,0,-1108.431227,TRUE,24975582_0.log,-0.020595481,21.81820823,9.473820334,,,,,,,,
24975583,-694.4292541,-694.5410732,3.042754258,-883.053673,0,-883.0911935,TRUE,24975583_0.log,-0.018226581,19.30866968,8.384137942,,,,,,,,
24975794,-665.4588036,-665.577767,3.237160663,-854.0903668,2,-854.1173999,TRUE,24975794_2.log,-0.007739181,8.198646226,3.559985335,,,,,,,,
24975919,-1108.00479,-1108.126331,3.307308931,-1296.638931,0,-1296.668698,TRUE,24975919_0.log,-0.010472581,11.09432467,4.81733594,,,,,,,,
24976060,-687.6914356,-687.8194564,3.483625197,-876.3320562,0,-876.3533013,TRUE,24976060_0.log,-0.001951181,2.067020107,0.897533698,,,,,,,,
24976987,-991.6411166,-991.7517788,3.011273389,-1180.264379,2,-1180.305675,TRUE,24976987_2.log,-0.022002881,23.30916376,10.12121744,,,,,,,,
24976994,-994.9687683,-995.0776526,2.962894241,-1183.590252,2,-1183.619816,TRUE,24976994_2.log,-0.010269381,10.87906095,4.723864936,,,,,,,,
24977448,-1143.407927,-1143.532013,3.376561944,-1332.044613,0,-1332.066601,TRUE,24977448_0.log,-0.002694081,2.854025125,1.239264058,,,,,,,,
24978339,-842.4325958,-842.5480996,3.143020103,-1031.060699,1,-1031.086225,TRUE,24978339_1.log,-0.006232081,6.602071637,2.86672672,,,,,,,,
24986637,-921.9829419,-922.0908464,2.936232511,-1110.603446,1,-1110.637088,TRUE,24986637_1.log,-0.014348081,15.19990812,6.600046949,,,,,,,,
24988100,-842.1437416,-842.2565402,3.069407824,-1030.76914,1,-1030.799956,TRUE,24988100_1.log,-0.011522481,12.20655588,5.300284795,,,,,,,,
24991545,-804.1214851,-804.2371871,3.148413403,-992.7497869,1,-992.7775994,TRUE,24991545_1.log,-0.008518581,9.024318202,3.918505516,,,,,,,,
24991546,-843.394479,-843.5057884,3.028884607,-1032.018388,1,-1032.049782,TRUE,24991546_1.log,-0.012100281,12.81865913,5.566069964,,,,,,,,
24991547,-921.9688374,-922.0794888,3.010979506,-1110.592089,1,-1110.623345,TRUE,24991547_1.log,-0.011962381,12.67257218,5.50263664,,,,,,,,
24991548,-1038.589763,-1038.693921,2.834293165,-1227.206521,0,-1227.145458,TRUE,24991548_0.log,0.080356819,-85.12750004,-36.96374296,,,,,,,,
24991549,-999.3330464,-999.4440005,3.019216397,-1187.9566,1,-1187.988149,TRUE,24991549_1.log,-0.012254581,12.98211972,5.637047208,,,,,,,,
24991888,-766.0510101,-766.1640137,3.074986161,-954.6766135,0,-954.7078095,TRUE,24991888_0.log,-0.011902081,12.60869225,5.474898935,,,,,,,,
24991889,-1000.559533,-1000.672626,3.077427024,-1189.185225,0,-1189.215922,TRUE,24991889_0.log,-0.011402281,12.07921976,5.244993384,,,,,,,,
24991890,-994.7706245,-994.8895224,3.235378316,-1183.402122,1,-1183.426463,TRUE,24991890_1.log,-0.005046981,5.346613773,2.321586528,,,,,,,,
24993936,-766.053291,-766.1655992,3.056063353,-954.678199,0,-954.7081958,TRUE,24993936_0.log,-0.010702881,11.33829729,4.923272812,,,,,,,,
24993937,-766.0522735,-766.1651036,3.070264983,-954.6777034,0,-954.7083778,TRUE,24993937_0.log,-0.011380481,12.05612553,5.234965491,,,,,,,,
24995639,-1150.893538,-1151.022051,3.497026812,-1339.534651,0,-1339.533143,TRUE,24995639_0.log,0.020802419,-22.03743187,-9.5690108,,,,,,,,
24996280,-1072.309926,-1072.41146,2.762890451,-1260.92406,0,-1260.994936,TRUE,24996280_0.log,-0.051582581,54.64497252,23.72773448,,,,,,,,
24996601,-1111.560755,-1111.67539,3.119387002,-1300.18799,1,-1300.223545,TRUE,24996601_1.log,-0.016261681,17.22711609,7.480293571,,,,,,,,
25000317,-1147.270495,-1147.356924,2.351862254,-1335.869524,2,-1335.895286,TRUE,25000317_2.log,-0.006468181,6.85218859,2.975331563,,,,,,,,
25015672,-1070.220421,-1070.332084,3.038514722,-1258.844684,2,-1258.873782,TRUE,25015672_2.log,-0.009804081,10.38613668,4.509829216,,,,,,,,
25017439,-1089.119209,-1089.22727,2.940499259,-1277.73987,0,-1277.774762,TRUE,25017439_0.log,-0.015598181,16.52422495,7.175086823,,,,,,,,
25018151,-955.7505822,-955.8697961,3.243977118,-1144.382396,0,-1144.408978,TRUE,25018151_0.log,-0.007288581,7.721294684,3.352711543,,,,,,,,
25018398,-1277.232273,-1277.354141,3.316207059,-1465.86674,1,-1465.888106,TRUE,25018398_1.log,-0.002071681,2.194674038,0.952963108,,,,,,,,
25022766,-839.0973862,-839.2225203,3.405074049,-1027.73512,1,-1027.743253,TRUE,25022766_1.log,0.011160819,-11.82342248,-5.133922047,,,,,,,,
25022767,-1182.30719,-1182.424861,3.202000813,-1370.937461,0,-1370.949473,TRUE,25022767_0.log,0.007281519,-7.713813422,-3.349463058,,,,,,,,
25025805,-802.9471771,-803.0751837,3.483238795,-991.5877835,2,-991.6100104,TRUE,25025805_2.log,-0.002932981,3.107108311,1.349156887,,,,,,,,
25033365,-800.214604,-800.322809,2.944409537,-988.8354088,1,-988.8709494,TRUE,25033365_1.log,-0.016246681,17.21122556,7.473393645,,,,,,,,
25033914,-1152.139256,-1152.249965,3.012555046,-1340.762565,0,-1340.791916,TRUE,25033914_0.log,-0.010057281,10.65436884,4.626299975,,,,,,,,
25051629,-1073.509914,-1073.616751,2.907192505,-1262.12935,1,-1262.164719,TRUE,25051629_1.log,-0.016074681,17.02901414,7.394274488,,,,,,,,
25051789,-1112.776896,-1112.877343,2.733311659,-1301.389943,0,-1301.43828,TRUE,25051789_0.log,-0.029042881,30.76711951,13.35958294,,,,,,,,
25051790,-1152.061485,-1152.167563,2.886539053,-1340.680162,0,-1340.722704,TRUE,25051790_0.log,-0.023247181,24.62733625,10.69358934,,,,,,,,
25052771,-958.8663296,-958.9831421,3.178631663,-1147.495742,0,-1147.525072,TRUE,25052771_0.log,-0.010035981,10.63180429,4.61650208,,,,,,,,
25052954,-779.9355787,-780.0577725,3.325064369,-968.5703723,2,-968.5980719,TRUE,25052954_2.log,-0.008405681,8.904715474,3.866572069,,,,,,,,
25052955,-1008.699309,-1008.828173,3.506578013,-1197.340773,2,-1197.35038,TRUE,25052955_2.log,0.009687419,-10.26254861,-4.456165268,,,,,,,,
25054260,-883.922986,-884.0306065,2.928504474,-1072.543206,1,-1072.576051,TRUE,25054260_1.log,-0.013550381,14.3548497,6.233108858,,,,,,,,
25054514,-883.9083082,-884.0181252,2.988274314,-1072.530725,1,-1072.563754,TRUE,25054514_1.log,-0.013734981,14.55040916,6.318023953,,,,,,,,
25054515,-921.9922929,-922.1028866,3.009409408,-1110.615486,0,-1110.647094,TRUE,25054515_0.log,-0.012313281,13.04430466,5.66404892,,,,,,,,
25054516,-882.7086191,-882.8194705,3.016421786,-1071.33207,0,-1071.363117,TRUE,25054516_0.log,-0.011752381,12.45010475,5.406037669,,,,,,,,
25054517,-1049.740006,-1049.858181,3.215715358,-1238.370781,1,-1238.398058,TRUE,25054517_1.log,-0.007983381,8.457344066,3.672316138,,,,,,,,
25054518,-1128.298724,-1128.413838,3.132421263,-1316.926438,1,-1316.95393,TRUE,25054518_1.log,-0.008197881,8.684578656,3.770985087,,,,,,,,
25054519,-1280.623657,-1280.740779,3.187061754,-1469.253379,1,-1469.259669,TRUE,25054519_1.log,0.013003119,-13.77509746,-5.981371019,,,,,,,,
25054768,-1085.634478,-1085.752501,3.211579226,-1274.265101,0,-1274.292896,TRUE,25054768_0.log,-0.008500381,9.005037692,3.910133605,,,,,,,,
25054769,-1124.923808,-1125.041087,3.191333944,-1313.553687,1,-1313.583427,TRUE,25054769_1.log,-0.010446781,11.06699296,4.805468067,,,,,,,,
25054774,-1164.210666,-1164.327858,3.188966552,-1352.840458,0,-1352.86828,TRUE,25054774_0.log,-0.008528781,9.035123763,3.923197466,,,,,,,,
25082968,-1475.692178,-1475.815356,3.351853993,-1664.327955,0,-1664.334961,TRUE,25082968_0.log,0.012287819,-13.01733102,-5.652336525,,,,,,,,
25090816,-852.001918,-852.110653,2.958831579,-1040.623253,0,-1040.562758,TRUE,25090816_0.log,0.079788519,-84.52546079,-36.70232774,,,,,,,,
25097424,-3296.527792,-3296.643392,3.145646003,-3485.155992,0,-3485.183189,TRUE,25097424_0.log,-0.007903881,8.373124254,3.635746528,,,,,,,,
25097425,-1073.348614,-1073.462874,3.109182727,-1261.975474,2,-1262.004799,TRUE,25097425_2.log,-0.010031181,10.62671932,4.614294103,,,,,,,,
25097426,-838.8418456,-838.9611196,3.245612524,-1027.473719,2,-1027.499641,TRUE,25097426_2.log,-0.006627881,7.021369774,3.048792781,,,,,,,,
25097979,-878.1337606,-878.2519643,3.216488162,-1066.764564,0,-1066.789727,TRUE,25097979_0.log,-0.005868481,6.216885172,2.699472502,,,,,,,,
25097980,-840.0419848,-840.1553386,3.084515593,-1028.667938,1,-1028.711774,TRUE,25097980_1.log,-0.024541881,25.99890092,11.28914499,,,,,,,,
25097981,-992.6218848,-992.7318203,2.991498865,-1181.24442,0,-1181.282938,TRUE,25097981_0.log,-0.019224281,20.36560185,8.843075053,,,,,,,,
25097982,-879.3315671,-879.4445614,3.074733095,-1067.957161,1,-1068.001434,TRUE,25097982_1.log,-0.024979081,26.46205693,11.49025485,,,,,,,,
25097983,-1031.910302,-1031.982169,1.955609847,-1220.494768,0,-1220.571017,TRUE,25097983_0.log,-0.056954681,60.33600719,26.19887416,,,,,,,,
25097984,-956.4532265,-956.5669323,3.094094006,-1145.079532,1,-1145.106066,TRUE,25097984_1.log,-0.007239881,7.669703427,3.330309782,,,,,,,,
25098253,-917.1583146,-917.2726741,3.111882098,-1105.785274,1,-1105.813883,TRUE,25098253_1.log,-0.009314881,9.86789351,4.284799613,,,,,,,,
25098255,-992.6279269,-992.7451666,3.190256373,-1181.257766,0,-1181.281222,TRUE,25098255_0.log,-0.004161781,4.408860587,1.914398866,,,,,,,,
25098256,-1031.65339,-1031.774556,3.297104656,-1220.287156,1,-1220.311699,TRUE,25098256_1.log,-0.005249481,5.561135938,2.414735535,,,,,,,,
25101246,-1127.576828,-1127.684362,2.926158851,-1316.196961,1,-1316.236113,TRUE,25101246_1.log,-0.019857481,21.03639412,9.13434395,,,,,,,,
25103177,-1011.873999,-1012.009829,3.696132625,-1200.522428,0,-1200.546234,TRUE,25103177_0.log,-0.004511681,4.779533701,2.075351151,,,,,,,,
25104578,-1150.889059,-1150.994924,2.880743024,-1339.507523,0,-1339.542122,TRUE,25104578_0.log,-0.015304481,16.21308836,7.039986262,,,,,,,,
25104579,-1150.905587,-1151.004032,2.678834436,-1339.516632,0,-1339.566833,TRUE,25104579_0.log,-0.030906981,32.74188873,14.2170598,,,,,,,,
25105623,-929.5657792,-929.6822957,3.170577088,-1118.194896,0,-1118.219399,TRUE,25105623_0.log,-0.005209981,5.519290874,2.396565729,,,,,,,,
25105624,-1121.440803,-1121.557785,3.183252158,-1310.070385,0,-1310.087708,TRUE,25105624_0.log,0.001970419,-2.087400243,-0.906383084,,,,,,,,
25110779,-1039.816167,-1039.938081,3.317458783,-1228.450681,1,-1228.468251,TRUE,25110779_1.log,0.001724019,-1.826371792,-0.793040292,,,,,,,,
25111116,-845.7745265,-845.8891352,3.118663179,-1034.401735,0,-1034.373085,TRUE,25111116_0.log,0.047944419,-50.79081752,-22.05419779,,,,,,,,
25111675,-802.7003373,-802.8036559,2.811443752,-991.3162557,0,-991.3530116,TRUE,25111675_0.log,-0.017461981,18.49867636,8.032425689,,,,,,,,
25111676,-1067.06804,-1067.186131,3.213429601,-1255.698731,0,-1255.718136,TRUE,25111676_0.log,-0.000111981,0.118629168,0.051510711,,,,,,,,
25111753,-1073.272256,-1073.43595,4.454351075,-1261.94855,1,-1261.951826,TRUE,25111753_1.log,0.016017419,-16.96835257,-7.367934248,,,,,,,,
25111914,-1070.220825,-1070.331572,3.013589079,-1258.844172,1,-1258.866788,TRUE,25111914_1.log,-0.003322181,3.519414615,1.52818698,,,,,,,,
25113707,-1262.698718,-1262.817956,3.244641077,-1451.330556,1,-1451.365032,TRUE,25113707_1.log,-0.015182781,16.08416319,6.984004858,,,,,,,,
25113767,-799.8235684,-799.9549244,3.574380658,-988.4675242,0,-988.4598424,TRUE,25113767_0.log,0.026975719,-28.57723276,-12.40869855,,,,,,,,
25114306,-743.0493509,-743.1783473,3.510172639,-931.6909471,2,-931.7155366,TRUE,25114306_2.log,-0.005295581,5.609972836,2.43594131,,,,,,,,
25129048,-1758.231212,-1758.352977,3.313404284,-1946.865577,0,-1946.903303,TRUE,25129048_0.log,-0.018431481,19.52573433,8.478390938,,,,,,,,
25129049,-1758.244456,-1758.376886,3.603613865,-1946.889486,1,-1946.89442,TRUE,25129049_1.log,0.014360019,-15.21255487,-6.60553837,,,,,,,,
25135550,-689.8865892,-690.006995,3.276410386,-878.5195948,0,-878.5413276,TRUE,25135550_0.log,-0.002438881,2.583674229,1.121873309,,,,,,,,
25139875,-961.2740513,-961.3824187,2.948828668,-1149.895019,0,-1149.924981,TRUE,25139875_0.log,-0.010668881,11.30227875,4.907632978,,,,,,,,
25139876,-961.2712891,-961.3800881,2.960573109,-1149.892688,0,-1149.924292,TRUE,25139876_0.log,-0.012310281,13.04112656,5.662668935,,,,,,,,
25146844,-988.2970118,-988.4238959,3.452693999,-1176.936496,1,-1176.94002,TRUE,25146844_1.log,0.015769719,-16.70594694,-7.253993462,,,,,,,,
25146845,-952.313456,-952.4293992,3.154976792,-1140.941999,1,-1140.972179,TRUE,25146845_1.log,-0.010886381,11.53269144,5.007681912,,,,,,,,
25146846,-953.5355403,-953.6446135,2.968034474,-1142.157213,1,-1142.188833,TRUE,25146846_1.log,-0.012325881,13.05765271,5.669844858,,,,,,,,
25147569,-990.9162949,-991.0260976,2.987885191,-1179.538697,2,-1179.540088,TRUE,25147569_2.log,0.017903719,-18.96663978,-8.235623005,,,,,,,,
25147587,-1146.129397,-1146.262591,3.624403375,-1334.775191,0,-1334.790043,TRUE,25147587_0.log,0.004442619,-4.706371578,-2.043582969,,,,,,,,
25149420,-919.7822423,-919.9060996,3.370330533,-1108.418699,0,-1108.431071,TRUE,25149420_0.log,0.006922119,-7.333076306,-3.184140819,,,,,,,,
25158710,-1069.007906,-1069.136481,3.498713918,-1257.649081,1,-1257.637342,TRUE,25158710_1.log,0.031032319,-32.87466788,-14.27471467,,,,,,,,
25170131,-1073.095916,-1073.204837,2.963901063,-1261.717437,0,-1261.671138,TRUE,25170131_0.log,0.065593019,-69.48719221,-30.17246731,,,,,,,,
25170334,-3452.497851,-3452.620635,3.341132701,-3641.133235,0,-3641.150335,TRUE,25170334_0.log,0.002193519,-2.323745403,-1.009007991,,,,,,,,
25170521,-1073.095916,-1073.204837,2.963901063,-1261.717437,0,-1261.74994,TRUE,25170521_0.log,-0.013208581,13.99275747,6.075882533,,,,,,,,
25179523,-1362.575741,-1362.70603,3.545354258,-1551.21863,0,-1551.233069,TRUE,25179523_0.log,0.004855319,-5.143573047,-2.233422947,,,,,,,,
25179723,-1417.855478,-1417.989902,3.657873397,-1606.502501,1,-1606.52015,TRUE,25179723_1.log,0.001645819,-1.743529158,-0.757068675,,,,,,,,
25179726,-1362.575741,-1362.70603,3.545354258,-1551.21863,0,-1551.233309,TRUE,25179726_0.log,0.004614619,-4.888582997,-2.122702127,,,,,,,,
25179727,-1417.850019,-1417.995132,3.948736052,-1606.507732,1,-1606.512612,TRUE,25179727_1.log,0.014413619,-15.26933703,-6.630194107,,,,,,,,
25180559,-820.4162657,-820.5221861,2.882242373,-1009.034786,0,-1009.047904,TRUE,25180559_0.log,0.006175719,-6.542363497,-2.840800476,,,,,,,,
25182431,-3411.263751,-3411.396719,3.618253599,-3599.909319,0,-3599.925167,TRUE,25182431_0.log,0.003445619,-3.65018097,-1.584967855,,,,,,,,
25189112,-992.630034,-992.7528617,3.342313676,-1181.265462,1,-1181.294472,TRUE,25189112_1.log,-0.009716781,10.2936538,4.469671644,,,,,,,,
25189383,-1071.194896,-1071.317863,3.346112387,-1259.830462,0,-1259.851972,TRUE,25189383_0.log,-0.002215281,2.346799385,1.019018404,,,,,,,,
25193449,-1233.758619,-1233.844151,2.327453628,-1422.356751,0,-1422.414927,TRUE,25193449_0.log,-0.038881481,41.18982454,17.88529073,,,,,,,,
25194501,-968.6399851,-968.7553498,3.139234998,-1157.26795,0,-1157.299292,TRUE,25194501_0.log,-0.012048681,12.7639957,5.542334217,,,,,,,,
25194813,-1233.759936,-1233.84321,2.266010287,-1422.35581,1,-1422.40484,TRUE,25194813_1.log,-0.029736181,31.50157984,13.67849754,,,,,,,,
25194814,-1194.472384,-1194.594872,3.333078127,-1383.107471,0,-1383.129581,TRUE,25194814_0.log,-0.002816081,2.983268109,1.29538346,,,,,,,,
25194816,-1194.460661,-1194.594931,3.653682841,-1383.107531,0,-1383.136757,TRUE,25194816_0.log,-0.009932481,10.52215963,4.568892587,,,,,,,,
25195268,-1107.046501,-1107.159556,3.07639299,-1295.672156,0,-1295.706038,TRUE,25195268_0.log,-0.014588381,15.45447442,6.710583771,,,,,,,,
25195525,-3449.112878,-3449.236737,3.370384956,-3637.749337,0,-3637.76415,TRUE,25195525_0.log,0.004480519,-4.746521653,-2.061016784,,,,,,,,
25196750,-1351.042219,-1351.163704,3.305785092,-1539.676303,1,-1539.699375,TRUE,25196750_1.log,-0.003777181,4.00142738,1.73748475,,,,,,,,
25197329,-750.1841832,-750.3088837,3.393275186,-938.8214835,0,-938.8481812,TRUE,25197329_0.log,-0.007403781,7.843333959,3.405702978,,,,,,,,
25199270,-1004.129215,-1004.23632,2.91448516,-1192.74892,1,-1192.795963,TRUE,25199270_1.log,-0.027749581,29.39703795,12.76467128,,,,,,,,
25199279,-889.673988,-889.7858897,3.045001919,-1078.29849,0,-1078.333899,TRUE,25199279_0.log,-0.016115381,17.07213045,7.412996288,,,,,,,,
25200481,-1067.85161,-1067.96874,3.187279445,-1256.48134,1,-1256.496762,TRUE,25200481_1.log,0.003872019,-4.10189579,-1.781109766,,,,,,,,
25200505,-1182.279046,-1182.387629,2.95470361,-1370.900229,0,-1370.944387,TRUE,25200505_0.log,-0.024863881,26.34001765,11.43726342,,,,,,,,
25200882,-1107.0975,-1107.210251,3.068120725,-1295.722851,0,-1295.755079,TRUE,25200882_0.log,-0.012934781,13.70270232,5.949935874,,,,,,,,
25200959,-1143.004753,-1143.137873,3.622389731,-1331.650473,1,-1331.626672,TRUE,25200959_1.log,0.043094519,-45.65298519,-19.82326756,,,,,,,,
25200969,-1103.773563,-1103.897532,3.37337821,-1292.410132,1,-1292.391095,TRUE,25200969_1.log,0.038330319,-40.60594076,-17.63175891,,,,,,,,
25201000,-1221.50758,-1221.626594,3.238545723,-1410.139194,1,-1410.163191,TRUE,25201000_1.log,-0.004703281,4.982508746,2.163486212,,,,,,,,
25201879,-992.6412666,-992.7584497,3.188716207,-1181.27105,0,-1181.282573,TRUE,25201879_0.log,0.007770019,-8.231315039,-3.574170664,,,,,,,,
25202321,-1182.256722,-1182.377693,3.291798433,-1370.890292,1,-1370.90353,TRUE,25202321_1.log,0.006056119,-6.415662999,-2.785785063,,,,,,,,
25202354,-1143.022404,-1143.141382,3.237566113,-1331.653982,0,-1331.633895,TRUE,25202354_0.log,0.039380619,-41.71859572,-18.11489176,,,,,,,,
25202463,-1028.557392,-1028.677231,3.260995128,-1217.189831,0,-1217.176787,TRUE,25202463_0.log,0.032338319,-34.25820342,-14.87546827,,,,,,,,
25202491,-1107.095972,-1107.214122,3.215035073,-1295.726722,1,-1295.740154,TRUE,25202491_1.log,0.005862319,-6.210357342,-2.696638012,,,,,,,,
25202715,-1221.560538,-1221.675692,3.133509719,-1410.188292,1,-1410.179793,TRUE,25202715_1.log,0.027792419,-29.44241919,-12.78437655,,,,,,,,
25202757,-956.9399684,-957.0564597,3.169891361,-1145.56906,2,-1145.547518,TRUE,25202757_2.log,0.040835119,-43.25944752,-18.78395463,,,,,,,,
25202820,-953.3491652,-953.4543867,2.863224325,-1141.966987,0,-1142.008783,TRUE,25202820_0.log,-0.022502081,23.83800062,10.35084699,,,,,,,,
25202864,-1067.80166,-1067.91847,3.178571797,-1256.43107,1,-1256.453936,TRUE,25202864_1.log,-0.003571881,3.783938983,1.643047756,,,,,,,,
25203424,-1028.565887,-1028.682524,3.173864225,-1217.195124,1,-1217.21137,TRUE,25203424_1.log,0.003047819,-3.228764096,-1.401981804,,,,,,,,
25203650,-996.1305576,-996.2016872,1.935535997,-1184.714287,0,-1184.825874,TRUE,25203650_0.log,-0.092293381,97.77272038,42.45450299,,,,,,,,
25203826,-1067.829519,-1067.951077,3.307771525,-1256.463676,1,-1256.494795,TRUE,25203826_1.log,-0.011824881,12.52690898,5.439387313,,,,,,,,
25210558,-1433.519141,-1433.647449,3.491448475,-1622.160049,0,-1622.010643,TRUE,25210558_0.log,0.168699419,-178.7148866,-77.60090604,,,,,,,,
25217672,-996.9449122,-997.0650074,3.267958525,-1185.577607,2,-1185.595038,TRUE,25217672_2.log,0.001863319,-1.973941853,-0.857117609,,,,,,,,
25222725,-955.5256406,-955.6488004,3.351350582,-1144.1614,0,-1144.164732,TRUE,25222725_0.log,0.015962519,-16.91019323,-7.342680517,,,,,,,,
25223942,-1470.187923,-1470.312921,3.401378741,-1658.825521,0,-1658.835406,TRUE,25223942_0.log,0.009409419,-9.968044109,-4.32828663,,,,,,,,
25225495,-939.2672246,-939.3849071,3.20230558,-1127.897507,1,-1127.918395,TRUE,25225495_1.log,-0.001594181,1.688825476,0.733315448,,,,,,,,
25225496,-1224.421866,-1224.539303,3.195633345,-1413.051903,0,-1413.074918,TRUE,25225496_0.log,-0.003720781,3.941678984,1.711541027,,,,,,,,
25225497,-763.6219144,-763.7376669,3.149787578,-952.2502667,1,-952.2792019,TRUE,25225497_1.log,-0.009641281,10.21367146,4.434942014,,,,,,,,
25225499,-854.9181856,-855.0383219,3.269076914,-1043.550922,0,-1043.571275,TRUE,25225499_0.log,-0.001059281,1.122169151,0.487264069,,,,,,,,
25225698,-1031.63814,-1031.750212,3.049644184,-1220.262812,1,-1220.217202,TRUE,25225698_1.log,0.064903819,-68.75707529,-29.85543869,,,,,,,,
25225699,-864.0701633,-864.1858439,3.147831079,-1052.698444,0,-1052.722029,TRUE,25225699_0.log,-0.004291481,4.54626071,1.97406023,,,,,,,,
25225700,-862.8412212,-862.9589198,3.202743684,-1051.47152,0,-1051.494163,TRUE,25225700_0.log,-0.003349281,3.548123507,1.540652847,,,,,,,,
25225701,-1129.67108,-1129.798411,3.464862937,-1318.311011,1,-1318.306469,TRUE,25225701_1.log,0.023836019,-25.2511328,-10.96445193,,,,,,,,
25226944,-1298.423161,-1298.549258,3.431284069,-1487.061858,0,-1487.081096,TRUE,25226944_0.log,5.5819E-05,-0.059132902,-0.025676466,,,,,,,,
25226945,-938.0718773,-938.1967593,3.398214055,-1126.709359,0,-1126.729877,TRUE,25226945_0.log,-0.001224281,1.296964989,0.563163261,,,,,,,,
25227580,-1078.143599,-1078.245548,2.774183182,-1266.758148,2,-1266.806231,TRUE,25227580_2.log,-0.028789281,30.4984636,13.24292818,,,,,,,,
25227914,-805.5537559,-805.6752347,3.305608218,-994.1878345,1,-994.2162948,TRUE,25227914_1.log,-0.009166381,9.710577255,4.216490341,,,,,,,,
25227915,-843.6294924,-843.7512068,3.312019224,-1032.263807,0,-1032.289364,TRUE,25227915_0.log,-0.006263781,6.635653625,2.881308565,,,,,,,,
25227916,-957.8680066,-957.987825,3.26042641,-1146.500425,0,-1146.519647,TRUE,25227916_0.log,7.1919E-05,-0.076188739,-0.033082388,,,,,,,,
25228031,-879.2946548,-879.4168339,3.324664362,-1067.929434,1,-1067.951928,TRUE,25228031_1.log,-0.003200081,3.390065695,1.472021578,,,,,,,,
25228032,-918.5887505,-918.7081814,3.249881992,-1107.220781,0,-1107.242964,TRUE,25228032_0.log,-0.002889181,3.060707962,1.329009102,,,,,,,,
25228360,-799.5840385,-799.7134056,3.520259905,-988.2260054,0,-988.2485801,TRUE,25228360_0.log,-0.003280781,3.47555675,1.509143183,,,,,,,,
25228437,-953.3334679,-953.4563617,3.344112349,-1141.968962,2,-1141.992516,TRUE,25228437_2.log,-0.004260881,4.513844027,1.95998438,,,,,,,,
25228475,-838.8734435,-839.0004876,3.457047823,-1027.513087,0,-1027.53603,TRUE,25228475_0.log,-0.003648181,3.864768816,1.678145382,,,,,,,,
25228538,-1182.502937,-1182.620452,3.197755834,-1371.133052,0,-1371.153077,TRUE,25228538_0.log,-0.000731281,0.774696213,0.336385676,,,,,,,,
25229980,-955.5245459,-955.6431475,3.227315578,-1144.155747,2,-1144.175885,TRUE,25229980_2.log,-0.000843781,0.893875193,0.388135125,,,,,,,,
25229981,-994.7688299,-994.8804501,3.03734191,-1183.39305,2,-1183.419469,TRUE,25229981_2.log,-0.007125081,7.548087899,3.277502344,,,,,,,,
25229982,-994.769085,-994.8810401,3.046455008,-1183.39364,2,-1183.418973,TRUE,25229982_2.log,-0.006039581,6.398143159,2.778177664,,,,,,,,
