CID,anionE_H,dianionE_H,dE_eV,SM_H,conformer,adductE_H,adduct_complete,filename,dE_addCO2_H,lnKco2,logKco2,,,,,,,,
374275,-1091.134076,-1091.227078,2.530722786,-1279.739678,1,-1279.799602,TRUE,374275_1.log,-0.040630581,43.04276636,18.68986815,,,,,,,,
374276,-1031.203709,-1031.296001,2.511402692,-1219.808601,1,-1219.868809,TRUE,374276_1.log,-0.040914181,43.34320333,18.82032276,,,,,,,,
374505,-1052.033623,-1052.132354,2.686616897,-1240.644954,0,-1240.699096,TRUE,374505_0.log,-0.034848681,36.91760239,16.03022249,,,,,,,,
374506,-973.6704945,-973.7689985,2.680431746,-1162.281598,0,-1162.349938,TRUE,374506_0.log,-0.049045781,51.95756596,22.56081892,,,,,,,,
374507,-1127.213557,-1127.311465,2.664221915,-1315.824064,1,-1315.884616,TRUE,374507_1.log,-0.041257381,43.70677867,18.97819308,,,,,,,,
374654,-967.9163673,-968.007967,2.492556077,-1156.520567,2,-1156.61822,TRUE,374654_2.log,-0.078358781,83.01084109,36.04465527,,,,,,,,
374655,-909.7427857,-909.8269914,2.291354985,-1098.339591,1,-1098.427444,TRUE,374655_1.log,-0.068558581,72.62881581,31.5366113,,,,,,,,
3746625,-911.2233388,-911.3226059,2.701196765,-1099.835206,1,-1099.901197,TRUE,3746625_1.log,-0.046697181,49.4695326,21.48047443,,,,,,,,
374712,-1127.226236,-1127.327115,2.745066984,-1315.839715,1,-1315.895619,TRUE,374712_1.log,-0.036610781,38.784316,16.84077985,,,,,,,,
375105,-649.3927562,-649.489975,2.645459654,-838.0025748,0,-838.0711994,TRUE,375105_0.log,-0.049330681,52.25938011,22.69187152,,,,,,,,
375141,-1015.343363,-1015.437327,2.556900153,-1203.949927,0,-1204.030636,TRUE,375141_0.log,-0.061414981,65.06110947,28.2505903,,,,,,,,
375418,-995.0215611,-995.1405327,3.237383796,-1183.653133,1,-1183.669816,TRUE,375418_1.log,0.002610519,-2.765502157,-1.200825947,,,,,,,,
3754690,-1144.009687,-1144.133384,3.365976709,-1332.645984,3,-1332.660317,TRUE,3754690_3.log,0.004960819,-5.255336446,-2.28195243,,,,,,,,
3754993,-1179.173254,-1179.3082,3.672077748,-1367.8208,2,-1367.829933,TRUE,3754993_2.log,0.010160619,-10.76384189,-4.673834949,,,,,,,,
3755023,-1014.022501,-1014.125633,2.806374268,-1202.638233,1,-1202.69674,TRUE,3755023_1.log,-0.039212681,41.54068746,18.0376411,,,,,,,,
3757176,-1143.490701,-1143.598283,2.927464998,-1332.110883,0,-1332.165691,TRUE,3757176_0.log,-0.035513781,37.62218852,16.33616523,,,,,,,,
375749,-898.490832,-898.5902033,2.704032193,-1087.102803,0,-1087.164301,TRUE,375749_0.log,-0.042204081,44.70968303,19.41367044,,,,,,,,
375750,-1066.848675,-1066.950971,2.783625538,-1255.463571,0,-1255.524034,TRUE,375750_0.log,-0.041169581,43.6137661,18.93780551,,,,,,,,
375751,-898.4943185,-898.5921158,2.661201449,-1087.104716,0,-1087.167527,TRUE,375751_0.log,-0.043517181,46.10074009,20.01769001,,,,,,,,
375752,-1090.097933,-1090.200078,2.779516616,-1278.712678,0,-1278.769576,TRUE,375752_0.log,-0.037604681,39.83722257,17.29796898,,,,,,,,
375762,-1751.952216,-1752.08956,3.737330685,-1940.60216,1,-1940.649213,TRUE,375762_1.log,-0.027759281,29.40731382,12.76913323,,,,,,,,
375894,-1682.946719,-1683.050631,2.82759916,-1871.563231,0,-1871.623397,TRUE,375894_0.log,-0.040872081,43.2986039,18.80095697,,,,,,,,
375895,-1682.957129,-1683.066564,2.977887722,-1871.579164,0,-1871.635023,TRUE,375895_0.log,-0.036564881,38.73569098,16.81966608,,,,,,,,
375901,-1369.314889,-1369.417669,2.796795855,-1557.930269,0,-1557.989371,TRUE,375901_0.log,-0.039808681,42.17207121,18.31179818,,,,,,,,
375902,-1443.306603,-1443.424351,3.204096091,-1631.93695,1,-1631.978306,TRUE,375902_1.log,-0.022061481,23.37124276,10.14817315,,,,,,,,
375903,-1444.505075,-1444.61015,2.859246018,-1633.12275,1,-1633.180193,TRUE,375903_1.log,-0.038149881,40.41479039,17.54875831,,,,,,,,
375904,-1597.080438,-1597.187604,2.916145056,-1785.700204,0,-1785.763568,TRUE,375904_0.log,-0.044070781,46.68720661,20.2723433,,,,,,,,
375905,-1828.882693,-1828.989299,2.900906672,-2017.501899,1,-2017.569946,TRUE,375905_1.log,-0.048753781,51.6482303,22.42650035,,,,,,,,
375907,-1369.312533,-1369.415593,2.804415047,-1557.928192,0,-1557.987043,TRUE,375907_0.log,-0.039557081,41.90553404,18.19606341,,,,,,,,
376312,-1090.091834,-1090.191859,2.721828448,-1278.704459,0,-1278.764336,TRUE,376312_0.log,-0.040582581,42.99191666,18.66778839,,,,,,,,
376316,-1318.776374,-1318.877814,2.760332579,-1507.390413,0,-1507.44768,TRUE,376316_0.log,-0.037972181,40.22654057,17.46701718,,,,,,,,
3764511,-1127.243237,-1127.34202,2.68803189,-1315.854619,1,-1315.887567,TRUE,3764511_1.log,-0.013653381,14.46396468,6.280488353,,,,,,,,
376542,-1635.148912,-1635.258522,2.982649717,-1823.771122,1,-1823.837712,TRUE,376542_1.log,-0.047296181,50.10409446,21.75601149,,,,,,,,
3769221,-1076.927315,-1077.019594,2.511048944,-1265.532193,1,-1265.609147,TRUE,3769221_1.log,-0.057659581,61.0827562,26.5231247,,,,,,,,
376951,-760.4868328,-760.5907323,2.827250854,-949.1033321,0,-949.1926587,TRUE,376951_0.log,-0.070032681,74.19043124,32.21469007,,,,,,,,
377057,-1409.932412,-1410.038166,2.877722559,-1598.550766,0,-1598.598181,TRUE,377057_0.log,-0.028121281,29.7908053,12.93565145,,,,,,,,
3770675,-1395.212895,-1395.313389,2.734590595,-1583.825989,2,-1583.896942,TRUE,3770675_2.log,-0.051658881,54.72580235,23.76283211,,,,,,,,
377182,-1298.581382,-1298.688599,2.917532837,-1487.201199,1,-1487.269793,TRUE,377182_1.log,-0.049300081,52.22696343,22.67779567,,,,,,,,
377213,-1048.844172,-1048.953901,2.985887874,-1237.466501,2,-1237.54049,TRUE,377213_2.log,-0.054695381,57.94257545,25.15960723,,,,,,,,
377214,-857.2985759,-857.397872,2.701985896,-1045.910472,2,-1045.983321,TRUE,377214_2.log,-0.053554881,56.73436543,24.63498282,,,,,,,,
377215,-896.5650225,-896.6640153,2.693732678,-1085.176615,2,-1085.24773,TRUE,377215_2.log,-0.051820481,54.89699634,23.83716732,,,,,,,,
377402,-1259.885349,-1259.978595,2.537362368,-1448.491194,1,-1448.551465,TRUE,377402_1.log,-0.040976481,43.409202,18.84898046,,,,,,,,
377403,-1259.882205,-1259.976363,2.562179165,-1448.488962,1,-1448.546581,TRUE,377403_1.log,-0.038324281,40.59954429,17.62898146,,,,,,,,
377404,-1493.208493,-1493.320026,3.03497724,-1681.832625,2,-1681.879944,TRUE,377404_2.log,-0.028024681,29.68847028,12.89121593,,,,,,,,
377406,-1091.133384,-1091.226379,2.530532306,-1279.738978,0,-1279.791821,TRUE,377406_0.log,-0.033549181,35.54095274,15.43245886,,,,,,,,
377410,-1393.989077,-1394.09945,3.003412016,-1582.61205,2,-1582.661844,TRUE,377410_2.log,-0.030500481,32.31125534,14.0300718,,,,,,,,
377413,-991.9161964,-992.0088129,2.520224628,-1180.521413,0,-1180.57618,TRUE,377413_0.log,-0.035473181,37.57917815,16.31748943,,,,,,,,
377415,-878.8828436,-878.9733659,2.463238514,-1067.485966,0,-1067.545635,TRUE,377415_0.log,-0.040374981,42.77199171,18.57229341,,,,,,,,
377416,-1508.455699,-1508.565567,2.989670259,-1697.078167,0,-1697.131666,TRUE,377416_0.log,-0.034205181,36.23589862,15.73421564,,,,,,,,
377418,-1106.381926,-1106.474135,2.509144146,-1294.986734,1,-1294.970685,TRUE,377418_1.log,0.035343019,-37.4412886,-16.25761554,,,,,,,,
377420,-839.5986767,-839.6896529,2.475589769,-1028.202253,1,-1028.265136,TRUE,377420_1.log,-0.043588981,46.17680276,20.05071766,,,,,,,,
377431,-799.7590972,-799.8573423,2.673386714,-988.3699421,0,-988.4616487,TRUE,377431_0.log,-0.072412681,76.71172878,33.30947841,,,,,,,,
377877,-1159.164233,-1159.267247,2.803163323,-1347.779847,1,-1347.843355,TRUE,377877_1.log,-0.044214181,46.83912008,20.33830659,,,,,,,,
3778978,-896.2678673,-896.3670675,2.699376322,-1084.879667,0,-1084.943611,TRUE,3778978_0.log,-0.044650181,47.30100484,20.53886446,,,,,,,,
378075,-913.3323431,-913.4355833,2.809310378,-1101.948183,1,-1101.916454,TRUE,378075_1.log,0.051023419,-54.05261379,-23.4705227,,,,,,,,
378193,-1259.308604,-1259.407288,2.685337961,-1447.919888,1,-1448.03269,TRUE,378193_1.log,-0.093507781,99.05921774,43.01312103,,,,,,,,
378194,-1413.055609,-1413.1543,2.685528441,-1601.6669,0,-1601.768315,TRUE,378194_0.log,-0.082120381,86.99576244,37.77497284,,,,,,,,
378439,-3220.362788,-3220.467109,2.838728623,-3408.979709,0,-3409.050121,TRUE,378439_0.log,-0.051118881,54.15374325,23.51443476,,,,,,,,
378440,-3259.629629,-3259.73384,2.835735369,-3448.24644,0,-3448.303218,TRUE,378440_0.log,-0.037484481,39.70988645,17.24267757,,,,,,,,
378580,-1318.776739,-1318.878575,2.771108294,-1507.391175,0,-1507.447534,TRUE,378580_0.log,-0.037064981,39.26548127,17.04970963,,,,,,,,
378581,-898.4924409,-898.5918698,2.705599569,-1087.10447,0,-1087.163971,TRUE,378581_0.log,-0.040206981,42.59401777,18.49501423,,,,,,,,
378582,-937.7749298,-937.8740666,2.69765112,-1126.386666,0,-1126.449372,TRUE,378582_0.log,-0.043411681,45.98897669,19.96916053,,,,,,,,
378584,-898.4930959,-898.5917217,2.683746094,-1087.104322,0,-1087.164562,TRUE,378584_0.log,-0.040946081,43.37699719,18.83499661,,,,,,,,
378585,-1090.097375,-1090.197502,2.724604011,-1278.710102,0,-1278.766144,TRUE,378585_0.log,-0.036747881,38.92955545,16.90384518,,,,,,,,
378620,-953.5024957,-953.6015244,2.694709567,-1142.114124,1,-1142.21291,TRUE,378620_1.log,-0.079491581,84.21089397,36.56573772,,,,,,,,
378623,-1107.243293,-1107.34123,2.665011045,-1295.85383,1,-1295.957958,TRUE,378623_1.log,-0.084834181,89.87067726,39.02330754,,,,,,,,
378624,-1071.351574,-1071.449079,2.65325572,-1259.961679,1,-1260.065485,TRUE,378624_1.log,-0.084512381,89.52977241,38.87528112,,,,,,,,
378693,-1148.52124,-1148.588931,1.841975041,-1337.101531,1,-1337.176778,TRUE,378693_1.log,-0.055953181,59.27504942,25.73818907,,,,,,,,
378770,-1298.609827,-1298.708472,2.684276716,-1487.221071,1,-1487.319589,TRUE,378770_1.log,-0.079223881,83.92730096,36.44259703,,,,,,,,
378771,-1337.894599,-1337.990488,2.609282098,-1526.503088,1,-1526.608965,TRUE,378771_1.log,-0.086582981,91.72330127,39.82774697,,,,,,,,
3788004,-1103.996086,-1104.096918,2.743788048,-1292.609517,2,-1292.65571,TRUE,3788004_2.log,-0.026898981,28.49593892,12.37339944,,,,,,,,
3788808,-1449.635334,-1449.84514,5.709123152,-1638.35774,0,-1638.227293,TRUE,3788808_0.log,0.149741019,-158.6309508,-68.88013495,,,,,,,,
378912,-3295.54433,-3295.643883,2.708984668,-3484.156482,1,-3484.235916,TRUE,378912_1.log,-0.060139681,63.71009654,27.66395855,,,,,,,,
3790578,-1085.854699,-1085.961262,2.899736582,-1274.473862,0,-1274.537925,TRUE,3790578_0.log,-0.044769581,47.42749347,20.59378787,,,,,,,,
379538,-1491.213842,-1491.317092,2.809585213,-1679.829691,0,-1679.894103,TRUE,379538_0.log,-0.045117581,47.79615378,20.75386617,,,,,,,,
379539,-1146.09665,-1146.196196,2.708794188,-1334.708796,0,-1334.780882,TRUE,379539_0.log,-0.052792781,55.92702054,24.28442055,,,,,,,,
3799875,-865.8650973,-865.9662227,2.75176371,-1054.478823,0,-1054.543031,TRUE,3799875_0.log,-0.044914081,47.58057225,20.66025716,,,,,,,,
380158,-1858.586267,-1858.675688,2.433278763,-2047.188288,2,-2047.167012,TRUE,380158_2.log,0.040570319,-42.97892668,-18.66214793,,,,,,,,
380630,-1310.303141,-1310.41638,3.081399888,-1498.92898,1,-1498.982474,TRUE,380630_1.log,-0.034200381,36.23081365,15.73200766,,,,,,,,
3806,-610.0990963,-610.1960293,2.637682636,-798.7086291,0,-798.771508,TRUE,3806_0.log,-0.043584981,46.17256529,20.04887768,,,,,,,,
3807128,-950.489407,-950.5854368,2.6131053,-1139.098037,1,-1139.165988,TRUE,3807128_1.log,-0.048657681,51.54642497,22.38229482,,,,,,,,
3808589,-935.5399754,-935.6384276,2.679022195,-1124.151027,0,-1124.213073,TRUE,3808589_0.log,-0.042751181,45.28926365,19.66533376,,,,,,,,
381111,-1540.321591,-1540.432079,3.006541327,-1728.944679,2,-1729.003416,TRUE,381111_2.log,-0.039443081,41.78476601,18.14362397,,,,,,,,
3816369,-1069.712033,-1069.817716,2.87579055,-1258.330316,1,-1258.355974,TRUE,3816369_1.log,-0.006363981,6.74180237,2.927400074,,,,,,,,
381772,-958.423879,-958.5252939,2.75964141,-1147.037894,0,-1147.09861,TRUE,381772_0.log,-0.041422081,43.8812567,19.05395428,,,,,,,,
382100,-877.8438944,-877.9358593,2.50249368,-1066.448459,1,-1066.521294,TRUE,382100_1.log,-0.053541381,56.72006396,24.62877289,,,,,,,,
3833577,-1106.813515,-1106.907563,2.559185911,-1295.420163,0,-1295.502011,TRUE,3833577_0.log,-0.062553981,66.26773043,28.77452472,,,,,,,,
3835463,-1194.848996,-1194.971126,3.323336445,-1383.483726,0,-1383.518335,TRUE,3835463_0.log,-0.015315281,16.22452954,7.044954209,,,,,,,,
3837515,-1074.530393,-1074.621968,2.491892118,-1263.134568,0,-1263.203254,TRUE,3837515_0.log,-0.049392081,52.32442535,22.72011522,,,,,,,,
383844,-1005.020041,-1005.108038,2.394529729,-1193.620638,2,-1193.705522,TRUE,383844_2.log,-0.065590481,69.48450353,30.17129984,,,,,,,,
383958,-1010.558381,-1010.657945,2.709283993,-1199.170545,2,-1199.139735,TRUE,383958_2.log,0.050103819,-53.07841832,-23.04751121,,,,,,,,
384115,-1180.361445,-1180.46161,2.725638044,-1368.974209,1,-1368.947702,TRUE,384115_1.log,0.045801619,-48.52080224,-21.06852029,,,,,,,,
3841172,-1109.970998,-1110.082654,3.038324242,-1298.595253,2,-1298.632359,TRUE,3841172_2.log,-0.017811981,18.86945541,8.193423974,,,,,,,,
3843618,-1127.466329,-1127.56445,2.670017943,-1316.07705,0,-1316.134784,TRUE,3843618_0.log,-0.038439681,40.72179544,17.68206489,,,,,,,,
3848172,-1393.00486,-1393.122143,3.19144279,-1581.634743,0,-1581.692875,TRUE,3848172_0.log,-0.038838581,41.14437762,17.86555694,,,,,,,,
3848399,-1029.953097,-1030.046138,2.531784031,-1218.558737,0,-1218.617124,TRUE,3848399_0.log,-0.039092881,41.41377509,17.98253369,,,,,,,,
385309,-1120.515593,-1120.611671,2.614425053,-1309.124271,1,-1309.215905,TRUE,385309_1.log,-0.072340281,76.63503048,33.27617476,,,,,,,,
3859780,-1163.401728,-1163.500579,2.689882265,-1352.013178,1,-1352.055765,TRUE,3859780_1.log,-0.023292381,24.67521971,10.71438112,,,,,,,,
386101,-783.0650045,-783.1646637,2.711866355,-971.6772635,1,-971.730779,TRUE,386101_1.log,-0.034221581,36.25327227,15.74175956,,,,,,,,
386102,-822.3565316,-822.4549271,2.677479309,-1010.967527,1,-1011.020632,TRUE,386102_1.log,-0.033811381,35.81871922,15.55306957,,,,,,,,
386103,-743.7814923,-743.8830921,2.764672798,-932.3956919,1,-932.4460367,TRUE,386103_1.log,-0.031050881,32.89433189,14.2832531,,,,,,,,
386660,-994.9770972,-995.0717696,2.576168545,-1183.584369,0,-1183.668218,TRUE,386660_0.log,-0.064554681,68.38720942,29.69483692,,,,,,,,
386891,-1068.507449,-1068.646735,3.790175224,-1257.159335,0,-1257.177492,TRUE,386891_0.log,0.001136719,-1.204204546,-0.52288517,,,,,,,,
387145,-918.5941327,-918.6928758,2.686937991,-1107.205476,2,-1107.268788,TRUE,387145_2.log,-0.044018781,46.63211944,20.24842355,,,,,,,,
387218,-917.3698278,-917.4774288,2.927973851,-1105.990029,2,-1106.045262,TRUE,387218_2.log,-0.035939581,38.07326772,16.53203114,,,,,,,,
387284,-1087.225877,-1087.330636,2.850647216,-1275.843236,1,-1275.908689,TRUE,387284_1.log,-0.046159781,48.90022785,21.23327306,,,,,,,,
3874519,-1990.957361,-1991.061873,2.843926,-2179.574473,0,-2179.627915,TRUE,3874519_0.log,-0.034148481,36.17583241,15.70813392,,,,,,,,
387917,-896.566993,-896.6701865,2.808039606,-1085.182786,0,-1085.251629,TRUE,387917_0.log,-0.049548281,52.48989874,22.79196645,,,,,,,,
387918,-935.8421145,-935.9417151,2.710271767,-1124.454315,1,-1124.524866,TRUE,387918_1.log,-0.051256781,54.29983019,23.57786808,,,,,,,,
388023,-1482.602288,-1482.716901,3.118788352,-1671.229501,2,-1671.276671,TRUE,388023_2.log,-0.027875581,29.53051841,12.82263066,,,,,,,,
388024,-1483.794057,-1483.898641,2.845885221,-1672.411241,1,-1672.469473,TRUE,388024_1.log,-0.038938281,41.24999668,17.91141845,,,,,,,,
388025,-1636.367268,-1636.472429,2.861586199,-1824.985029,2,-1825.051616,TRUE,388025_2.log,-0.047292981,50.10070448,21.75453951,,,,,,,,
388026,-1637.561062,-1637.664049,2.802428615,-1826.176649,1,-1826.239473,TRUE,388026_1.log,-0.043529981,46.11430001,20.02357795,,,,,,,,
388027,-1635.166614,-1635.286456,3.261076762,-1823.799056,1,-1823.844662,TRUE,388027_1.log,-0.026312281,27.8744073,12.10352032,,,,,,,,
388028,-1482.604012,-1482.720737,3.176258828,-1671.233337,2,-1671.279909,TRUE,388028_2.log,-0.027278681,28.89818122,12.54805958,,,,,,,,
3881848,-1059.842688,-1059.951242,2.953914479,-1248.463842,0,-1248.517119,TRUE,3881848_0.log,-0.033983581,36.00114251,15.63228073,,,,,,,,
388302,-1994.982842,-1995.097464,3.119033254,-2183.610064,1,-2183.649723,TRUE,388302_1.log,-0.020365581,21.57465936,9.36806746,,,,,,,,
388305,-590.2385722,-590.3407563,2.780572419,-778.8533561,1,-778.9093154,TRUE,388305_1.log,-0.036665381,38.84215753,16.86589558,,,,,,,,
388306,-550.9471575,-551.0507953,2.820129631,-739.5633951,1,-739.6193318,TRUE,388306_1.log,-0.036642781,38.8182158,16.8554997,,,,,,,,
388307,-783.0684359,-783.1682871,2.717090944,-971.6808869,1,-971.7337224,TRUE,388307_1.log,-0.033541581,35.53290154,15.42896289,,,,,,,,
388308,-783.0683215,-783.1682616,2.719510037,-971.6808614,1,-971.732551,TRUE,388308_1.log,-0.032395681,34.31897093,14.90185451,,,,,,,,
3884,-805.2938645,-805.396098,2.781916662,-993.9086978,0,-993.972344,TRUE,3884_0.log,-0.044352281,46.9854189,20.40183192,,,,,,,,
388565,-808.6788786,-808.7746965,2.607339204,-997.2872963,0,-997.3477098,TRUE,388565_0.log,-0.041119581,43.56079766,18.91480576,,,,,,,,
3885,-805.3349772,-805.4360642,2.750718792,-993.948664,0,-994.0025541,TRUE,3885_0.log,-0.034596181,36.65011179,15.91407372,,,,,,,,
3887949,-1143.896321,-1144.001459,2.860960337,-1332.514059,0,-1332.588581,TRUE,3887949_0.log,-0.055227881,58.50668929,25.40455462,,,,,,,,
389014,-997.1708257,-997.2695456,2.686306687,-1185.782145,2,-1185.840371,TRUE,389014_2.log,-0.038931781,41.24311079,17.90842848,,,,,,,,
389064,-1282.114783,-1282.214827,2.722345465,-1470.727426,1,-1470.795389,TRUE,389064_1.log,-0.048668581,51.55797208,22.38730876,,,,,,,,
389287,-3489.570126,-3489.678625,2.952417852,-3678.191224,2,-3678.257317,TRUE,389287_2.log,-0.046798681,49.57705853,21.52716393,,,,,,,,
389887,-1076.933383,-1077.025994,2.520083129,-1265.538594,1,-1265.609934,TRUE,389887_1.log,-0.052046681,55.13662554,23.94121821,,,,,,,,
389888,-1037.650186,-1037.746361,2.617064558,-1226.258961,0,-1226.327925,TRUE,389888_0.log,-0.049670081,52.61892985,22.84799386,,,,,,,,
389898,-1353.768264,-1353.884416,3.160666696,-1542.397015,2,-1542.451543,TRUE,389898_2.log,-0.035233681,37.32545934,16.2073206,,,,,,,,
389899,-1512.085115,-1512.199642,3.116448171,-1700.712241,0,-1700.771106,TRUE,389899_0.log,-0.039570781,41.92004739,18.20236535,,,,,,,,
389901,-1393.052707,-1393.166743,3.103087374,-1581.679342,2,-1581.731871,TRUE,389901_2.log,-0.033234381,35.20746347,15.2876524,,,,,,,,
3899272,-1071.09501,-1071.192763,2.660004148,-1259.705363,0,-1259.786648,TRUE,3899272_0.log,-0.061990681,65.67098803,28.51540948,,,,,,,,
389971,-783.0560933,-783.1538927,2.661258593,-971.6664925,1,-971.7223783,TRUE,389971_1.log,-0.036591881,38.76429393,16.83208595,,,,,,,,
390050,-1109.241338,-1109.336619,2.592737567,-1297.849219,1,-1297.923227,TRUE,390050_1.log,-0.054713781,57.96206784,25.16807114,,,,,,,,
39035,-874.9646639,-875.0580379,2.540837264,-1063.570638,0,-1063.661104,TRUE,39035_0.log,-0.071172381,75.39779376,32.73894649,,,,,,,,
3905449,-1143.973763,-1144.076078,2.784142554,-1332.588678,3,-1332.663941,TRUE,3905449_3.log,-0.055969581,59.29242307,25.74573299,,,,,,,,
3906062,-1254.024929,-1254.137457,3.062052583,-1442.650057,0,-1442.711665,TRUE,3906062_0.log,-0.042314281,44.82642546,19.4643619,,,,,,,,
3908369,-875.2823584,-875.3784546,2.614912137,-1063.891054,1,-1063.952957,TRUE,3908369_1.log,-0.042608681,45.13830361,19.59978446,,,,,,,,
3912165,-1014.208003,-1014.306277,2.674181287,-1202.818876,0,-1202.886442,TRUE,3912165_0.log,-0.048271881,51.13772052,22.20482871,,,,,,,,
391375,-1483.793719,-1483.898839,2.860470531,-1672.411439,1,-1672.469171,TRUE,391375_1.log,-0.038437781,40.71978264,17.6811909,,,,,,,,
391376,-1637.556036,-1637.659121,2.805095332,-1826.171721,1,-1826.244071,TRUE,391376_1.log,-0.053055781,56.20563451,24.40539927,,,,,,,,
391377,-1636.366994,-1636.472707,2.876606892,-1824.985307,0,-1825.05249,TRUE,391377_0.log,-0.047889781,50.73293573,22.02906458,,,,,,,,
3917295,-815.031116,-815.1388061,2.930398387,-1003.651406,0,-1003.714056,TRUE,3917295_0.log,-0.043356581,45.93060547,19.9438148,,,,,,,,
392175,-879.2841031,-879.3825225,2.678129661,-1067.895122,1,-1067.962123,TRUE,392175_1.log,-0.047706881,50.53917719,21.94493148,,,,,,,,
392455,-1113.771162,-1113.872195,2.74925754,-1302.384794,1,-1302.454653,TRUE,392455_1.log,-0.050565081,53.56706485,23.25968947,,,,,,,,
392459,-803.1441318,-803.2353036,2.480912319,-991.7479034,1,-991.8206196,TRUE,392459_1.log,-0.053422281,56.59389314,24.57398747,,,,,,,,
392460,-1114.955238,-1115.051509,2.619676853,-1303.564109,1,-1303.645794,TRUE,392460_1.log,-0.062391381,66.09547708,28.69972952,,,,,,,,
392462,-1074.486178,-1074.589664,2.816007104,-1263.102263,1,-1263.168531,TRUE,392462_1.log,-0.046973981,49.76276586,21.60780107,,,,,,,,
392618,-1501.380279,-1501.473433,2.534858919,-1689.986033,2,-1690.053481,TRUE,392618_2.log,-0.048154081,51.01292688,22.15064129,,,,,,,,
392619,-1273.600737,-1273.685741,2.313086009,-1462.198341,0,-1462.292061,TRUE,392619_0.log,-0.074425881,78.84444987,34.23554054,,,,,,,,
392621,-1273.602777,-1273.685267,2.244676549,-1462.197867,0,-1462.290374,TRUE,392621_0.log,-0.073213181,77.55975343,33.67770449,,,,,,,,
392893,-1161.816888,-1161.929845,3.073726273,-1350.442445,2,-1350.477679,TRUE,392893_2.log,-0.015940881,16.88727061,7.332727143,,,,,,,,
392894,-1161.799357,-1161.902413,2.804306202,-1350.415013,1,-1350.476936,TRUE,392894_1.log,-0.042629881,45.16076223,19.60953636,,,,,,,,
392895,-1314.390039,-1314.510589,3.280342433,-1503.023189,3,-1503.061889,TRUE,392895_3.log,-0.019406181,20.55830102,8.926748162,,,,,,,,
392977,-708.4673476,-708.5630673,2.604667045,-897.0756671,0,-897.13963,TRUE,392977_0.log,-0.044668981,47.32092097,20.54751236,,,,,,,,
3929988,-920.7724338,-920.8690455,2.628939613,-1109.381645,1,-1109.436881,TRUE,3929988_1.log,-0.035942081,38.07591614,16.53318113,,,,,,,,
393103,-1048.625811,-1048.728214,2.786537158,-1237.240814,2,-1237.288952,TRUE,393103_2.log,-0.028843481,30.55588138,13.26785992,,,,,,,,
393648,-1444.501783,-1444.605532,2.823163702,-1633.118132,1,-1633.190921,TRUE,393648_1.log,-0.053495681,56.67165081,24.60775111,,,,,,,,
394544,-1220.059272,-1220.207981,4.046588246,-1408.72058,2,-1408.737154,TRUE,394544_2.log,0.002720219,-2.881714905,-1.25128741,,,,,,,,
394644,-998.3699138,-998.4668912,2.638890822,-1186.979491,3,-1186.964984,TRUE,394644_3.log,0.033800619,-35.8073183,-15.5481191,,,,,,,,
3950721,-918.5272051,-918.6235286,2.621097288,-1107.136128,0,-1107.211294,TRUE,3950721_0.log,-0.055871381,59.18839306,25.70056147,,,,,,,,
395766,-1329.198258,-1329.297589,2.702943737,-1517.810189,1,-1517.892749,TRUE,395766_1.log,-0.063266281,67.02231877,29.10217923,,,,,,,,
396286,-799.5399125,-799.6513307,3.031845207,-988.1639305,2,-988.2182964,TRUE,396286_2.log,-0.035071981,37.15415942,16.13293939,,,,,,,,
396287,-3257.223564,-3257.324447,2.74517583,-3445.837047,0,-3445.896781,TRUE,396287_0.log,-0.040439981,42.84085068,18.60219309,,,,,,,,
3965218,-1072.039247,-1072.134228,2.584574147,-1260.646828,1,-1260.712969,TRUE,3965218_1.log,-0.046846981,49.62822603,21.54938169,,,,,,,,
3967018,-998.1001474,-998.1981658,2.66721789,-1186.710766,0,-1186.764734,TRUE,3967018_0.log,-0.034674681,36.73327223,15.95018334,,,,,,,,
3968209,-786.9352279,-787.0494764,3.108861633,-975.5620762,0,-975.6278846,TRUE,3968209_0.log,-0.046514481,49.27598594,21.39643332,,,,,,,,
397017,-1143.00438,-1143.107489,2.805748406,-1331.620088,0,-1331.671745,TRUE,397017_0.log,-0.032362581,34.28390583,14.88662867,,,,,,,,
397069,-1000.518482,-1000.615796,2.648058343,-1189.128396,0,-1189.195661,TRUE,397069_0.log,-0.047970981,50.81895647,22.06641618,,,,,,,,
397503,-1058.870317,-1058.972003,2.767026584,-1247.484603,0,-1247.471098,TRUE,397503_0.log,0.032799219,-34.74646646,-15.08748001,,,,,,,,
3976109,-1002.905595,-1003.007585,2.775298849,-1191.520185,1,-1191.58161,TRUE,3976109_1.log,-0.042131181,44.63245505,19.3801368,,,,,,,,
3980500,-711.4732532,-711.5757237,2.788365764,-900.0883235,0,-900.1453324,TRUE,3980500_0.log,-0.037714981,39.95407093,17.34870644,,,,,,,,
398641,-1107.024648,-1107.129797,2.861259662,-1295.642397,0,-1295.710205,TRUE,398641_0.log,-0.048514581,51.3948293,22.31646952,,,,,,,,
3990836,-1070.168792,-1070.266315,2.653745526,-1258.778915,1,-1258.890596,TRUE,3990836_1.log,-0.092387081,97.87198322,42.49760453,,,,,,,,
3993156,-1020.566291,-1020.675215,2.963982697,-1209.187814,0,-1209.244632,TRUE,3993156_0.log,-0.037523681,39.7514137,17.26070938,,,,,,,,
