PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_SYSTEMATIC_NAME,SMILES,SAscore,RAscore,Combined_Score
163085834,"(3R)-3-methyl-4,8-bis(oxidanyl)-3,4-dihydro-2H-benzo[a]anthracene-1,7,12-trione",C[C@@H]1CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1O,3.385,0.323000014,0.23740501
163086687,"(5R,8S)-3,8-dimethyl-4-oxidanyl-5-propan-2-yl-5,6,7,8-tetrahydronaphthalene-1,2-dione",CC1=C(O)C2=C(C(=O)C1=O)[C@@H](C)CC[C@@H]2C(C)C,3.9,0.569999993,0.386333328
163090819,"(6R,8S)-11-methoxy-6,8-dimethyl-4-oxidanyl-8,9-dihydro-6H-[1,3]benzodioxolo[6,5-g]isochromene-5,10-dione",COc1c2c(c(O)c3c1C(=O)C1=C(C3=O)[C@@H](C)O[C@@H](C)C1)OCO2,3.964,0.028000001,0.018778667
163093725,"(5R,8R)-3,8-dimethyl-5-propan-2-yl-5,6,7,8-tetrahydronaphthalene-1,2-dione",CC1=CC2=C(C(=O)C1=O)[C@H](C)CC[C@@H]2C(C)C,3.917,0.472000003,0.319019557
163101082,"(1R,9S,16S)-9-methyl-15-oxatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),4,10,12-tetraene-3,6-dione",C[C@@]12C=CC=C3CO[C@@H](C4=C(C1)C(=O)C=CC4=O)[C@H]32,4.735,0.090000004,0.052650002
163108289,"4-(4-hydroxyphenyl)-1-oxidanyl-2H-isoquinoline-3,7,8-trione",O=C1C=Cc2c(c(O)[nH]c(=O)c2-c2ccc(O)cc2)C1=O,2.846,0.666999996,0.530190885
163184325,"(1R,3S)-7-methoxy-1,3-dimethyl-8,10-bis(oxidanyl)-3,4-dihydro-1H-benzo[g]isochromene-6,9-dione",COC1=C(O)C(=O)c2c(cc3c(c2O)[C@@H](C)O[C@@H](C)C3)C1=O,3.866,0.079999998,0.054524443
163187804,"(1R,2R,3S)-6-methoxy-3-methyl-1,2,3,5,8-pentakis(oxidanyl)-2,4-dihydro-1H-anthracene-9,10-dione",COc1cc(O)c2c(c1O)C(=O)C1=C(C2=O)[C@@H](O)[C@@H](O)[C@@](C)(O)C1,4.036,0.003,0.001988
163192670,"2-methoxy-1-methyl-3,4-bis(oxidanyl)anthracene-9,10-dione",COc1c(C)c2c(c(O)c1O)C(=O)c1ccccc1C2=O,2.302,0.575999975,0.492671979
163287094,"7-bromanyl-1,2-bis(oxidanyl)anthracene-9,10-dione",O=C1c2ccc(Br)cc2C(=O)c2c1ccc(O)c2O,2.2,0.975000024,0.845000021
163576855,"2,3-dimethoxy-5-methyl-6-sulfanyl-cyclohexa-2,5-diene-1,4-dione",COC1=C(OC)C(=O)C(S)=C(C)C1=O,3.174,0.856000006,0.649228449
