CID,HOMO,HOMO-1,delta_orbs
143297915,-0.09098,-0.18475,0.0937699999999999
143299659,-0.08899,-0.18331,0.09432
143306225,-0.09672,-0.18262,0.0859
143317504,-0.08077,-0.19546,0.11469
143324804,-0.08829,-0.19955,0.11126
143333751,-0.09372,-0.18256,0.08884
143340503,-0.10778,-0.18817,0.08039
143340518,-0.11163,-0.19077,0.07914
143340520,-0.10895,-0.18956,0.08061
143340522,-0.109,-0.18997,0.08097
143374300,-0.09335,-0.19196,0.0986099999999999
143374317,-0.10069,-0.19915,0.0984599999999999
143403232,-0.09449,-0.20481,0.1103199999999999
143405113,-0.07679,-0.17041,0.09362
143413981,-0.12404,-0.2061,0.08206
143414886,-0.10022,-0.2057,0.1054799999999999
143414887,-0.09887,-0.19982,0.10095
143414888,-0.10368,-0.20417,0.10049
143414889,-0.10462,-0.20563,0.10101
143414890,-0.10276,-0.20329,0.10053
143414891,-0.1155,-0.1943,0.0788
143414892,-0.09399,-0.20266,0.10867
143414894,-0.10015,-0.20642,0.1062699999999999
143414895,-0.10421,-0.20428,0.1000699999999999
143414896,-0.10151,-0.20485,0.10334
143414897,-0.10854,-0.19947,0.09093
143414898,-0.09525,-0.1952,0.09995
143414899,-0.11589,-0.19556,0.07967
143414900,-0.09421,-0.1961,0.10189
143420159,-0.0897,-0.18979,0.1000899999999999
143423260,-0.10701,-0.19801,0.091
143430631,-0.11595,-0.2223,0.10635
143467663,-0.09443,-0.20126,0.10683
143494061,-0.09501,-0.17492,0.07991
143494063,-0.09491,-0.17297,0.07806
143494066,-0.09569,-0.1757,0.08001
143494072,-0.09926,-0.17937,0.08011
143494252,-0.0763,-0.18117,0.1048699999999999
143504934,-0.08962,-0.19732,0.1076999999999999
143526274,-0.08805,-0.18529,0.09724
143526886,-0.08686,-0.182,0.0951399999999999
143526903,-0.10241,-0.18704,0.08463
143527973,-0.07896,-0.17811,0.0991499999999999
143527977,-0.0839,-0.1763,0.0924
143527985,-0.07708,-0.17401,0.09693
143527990,-0.07754,-0.17359,0.09605
143527995,-0.08693,-0.17858,0.09165
143529585,-0.09527,-0.20241,0.10714
143532786,-0.08229,-0.17494,0.09265
143532789,-0.07625,-0.1706,0.09435
143548437,-0.10686,-0.20439,0.0975299999999999
143568888,-0.09908,-0.1978,0.09872
143568899,-0.08668,-0.18035,0.09367
143568900,-0.08986,-0.18825,0.09839
143568907,-0.09024,-0.18278,0.09254
143570233,-0.09445,-0.19053,0.09608
143586963,-0.10467,-0.18876,0.08409
143599343,-0.10168,-0.1861,0.0844199999999999
143602414,-0.09478,-0.19586,0.10108
143619617,-0.10171,-0.19996,0.09825
143625082,-0.09338,-0.18196,0.08858
143633718,-0.07794,-0.17098,0.09304
143642214,-0.08631,-0.17951,0.0932
143659962,-0.08301,-0.17418,0.09117
143684593,-0.08295,-0.17876,0.09581
143684598,-0.09687,-0.18209,0.08522
143684599,-0.10097,-0.18444,0.0834699999999999
143684618,-0.09511,-0.17905,0.0839399999999999
143684630,-0.09247,-0.17165,0.07918
143684633,-0.10653,-0.18551,0.07898
143684637,-0.11013,-0.18912,0.07899
143684638,-0.09373,-0.17825,0.08452
143684639,-0.09101,-0.17118,0.08017
143684641,-0.10021,-0.17828,0.07807
143684646,-0.09636,-0.18204,0.08568
143684648,-0.10264,-0.17802,0.07538
143684650,-0.0972,-0.15281,0.05561
143684661,-0.10418,-0.18321,0.07903
143684664,-0.10344,-0.17871,0.07527
143684666,-0.08,-0.17393,0.09393
143684681,-0.07557,-0.17691,0.10134
143684687,-0.0931,-0.17409,0.0809899999999999
143684688,-0.09185,-0.16804,0.07619
143691725,-0.08829,-0.19536,0.10707
143724181,-0.09138,-0.1979,0.1065199999999999
143753105,-0.09853,-0.19105,0.0925199999999999
143753108,-0.08812,-0.18513,0.0970099999999999
143769677,-0.11838,-0.22054,0.10216
143771036,-0.06942,-0.17394,0.10452
143771599,-0.07576,-0.16977,0.09401
143772245,-0.09004,-0.185,0.09496
143777607,-0.10827,-0.1717,0.0634299999999999
143778216,-0.09063,-0.20095,0.1103199999999999
143778275,-0.09487,-0.1979,0.10303
143782733,-0.10739,-0.20782,0.10043
143783020,-0.08584,-0.19214,0.1063
143788338,-0.07747,-0.17449,0.09702
143788341,-0.10158,-0.184,0.08242
143788343,-0.09221,-0.17709,0.08488
143788344,-0.106,-0.18443,0.07843
143788345,-0.08231,-0.1839,0.10159
143788349,-0.09298,-0.17719,0.08421
143788350,-0.09872,-0.17959,0.08087
143788355,-0.09912,-0.18233,0.0832099999999999
143788357,-0.08358,-0.17312,0.08954
143792685,-0.07962,-0.18187,0.10225
143796379,-0.08399,-0.18362,0.09963
143801767,-0.08536,-0.18894,0.1035799999999999
143808655,-0.10248,-0.20672,0.1042399999999999
143812856,-0.08325,-0.174,0.0907499999999999
143829415,-0.1018,-0.17758,0.0757799999999999
143829425,-0.09734,-0.18241,0.0850699999999999
143829432,-0.08912,-0.17138,0.08226
143868042,-0.09566,-0.18774,0.09208
143868044,-0.06501,-0.18707,0.1220599999999999
143868045,-0.08693,-0.18075,0.09382
143868046,-0.0888,-0.18585,0.0970499999999999
143868051,-0.09665,-0.18623,0.08958
143868056,-0.09043,-0.18801,0.09758
143868550,-0.10703,-0.18076,0.07373
143885901,-0.12264,-0.2136,0.09096
143886270,-0.08471,-0.17626,0.09155
143903067,-0.11565,-0.19278,0.07713
143924139,-0.10305,-0.19222,0.08917
143924208,-0.08968,-0.1873,0.09762
143938433,-0.08725,-0.17949,0.09224
143951103,-0.07698,-0.17324,0.09626
143959302,-0.0924,-0.19672,0.10432
143962525,-0.11205,-0.1997,0.0876499999999999
143969989,-0.10276,-0.19133,0.08857
143971396,-0.0756,-0.17669,0.10109
143974044,-0.09586,-0.1914,0.0955399999999999
143977032,-0.09069,-0.18502,0.0943299999999999
143985950,-0.09717,-0.20548,0.1083099999999999
143986436,-0.08994,-0.18448,0.09454
143993729,-0.105,-0.1648,0.0598
143998562,-0.09166,-0.19898,0.1073199999999999
144519279,-0.10011,-0.19951,0.0993999999999999
144521097,-0.10885,-0.18517,0.07632
144528564,-0.11551,-0.18724,0.0717299999999999
144528598,-0.11276,-0.18219,0.0694299999999999
144528650,-0.10337,-0.18458,0.0812099999999999
144536786,-0.1144,-0.13632,0.0219199999999999
144547887,-0.08092,-0.1764,0.09548
144551850,-0.08997,-0.19146,0.10149
144551854,-0.09775,-0.19891,0.10116
144551856,-0.09041,-0.18413,0.0937199999999999
144551857,-0.08795,-0.18887,0.10092
144551863,-0.09081,-0.19082,0.1000099999999999
144551872,-0.09941,-0.19822,0.09881
144551874,-0.09161,-0.19561,0.104
144551886,-0.09093,-0.19031,0.09938
144551893,-0.09663,-0.19849,0.10186
144551897,-0.08898,-0.18846,0.0994799999999999
144562613,-0.12239,-0.20819,0.0857999999999999
144562614,-0.10606,-0.18537,0.07931
144567834,-0.08435,-0.17458,0.09023
144605861,-0.08636,-0.18329,0.09693
144627919,-0.09591,-0.19103,0.09512
144662882,-0.10149,-0.19536,0.09387
144683545,-0.10022,-0.19886,0.09864
144683546,-0.09748,-0.18269,0.08521
144690591,-0.10071,-0.18923,0.08852
144690878,-0.10184,-0.1911,0.0892599999999999
144710544,-0.08287,-0.17562,0.09275
144710548,-0.08386,-0.17662,0.09276
144710557,-0.08511,-0.17709,0.0919799999999999
144710565,-0.08336,-0.17611,0.0927499999999999
144710598,-0.08292,-0.17553,0.09261
144710605,-0.08328,-0.17606,0.0927799999999999
144713965,-0.08701,-0.19019,0.10318
144727724,-0.09859,-0.19177,0.09318
144728317,-0.09456,-0.20303,0.1084699999999999
144728325,-0.10278,-0.19815,0.09537
144746920,-0.08549,-0.19291,0.10742
144752713,-0.0826,-0.17509,0.0924899999999999
144752714,-0.083,-0.17577,0.09277
144753817,-0.10857,-0.19084,0.08227
144756449,-0.09714,-0.19061,0.09347
144801520,-0.09235,-0.20413,0.11178
144801623,-0.09214,-0.1883,0.09616
144801625,-0.19078,-0.19373,0.00295
144834001,-0.06237,-0.1897,0.12733
144834009,-0.08405,-0.21259,0.12854
144837012,-0.0962,-0.19426,0.09806
144846101,-0.09622,-0.19067,0.09445
144879698,-0.10515,-0.18814,0.08299
144879700,-0.10101,-0.18594,0.0849299999999999
144879711,-0.11073,-0.18114,0.07041
144879719,-0.10774,-0.19403,0.08629
144879724,-0.1073,-0.18831,0.08101
144879816,-0.09577,-0.18176,0.08599
144879820,-0.09834,-0.18643,0.08809
144894459,-0.08968,-0.18632,0.09664
144900889,-0.09259,-0.19506,0.10247
144900895,-0.11018,-0.21575,0.10557
144900897,-0.09323,-0.19723,0.104
144900903,-0.09417,-0.19878,0.10461
144936960,-0.08989,-0.19756,0.10767
144941820,-0.08271,-0.17549,0.09278
144945863,-0.0872,-0.18517,0.09797
144945886,-0.11743,-0.15129,0.03386
144958947,-0.0998,-0.1914,0.0915999999999999
144958955,-0.09674,-0.19206,0.09532
144970317,-0.0892,-0.18346,0.09426
144975877,-0.10422,-0.20994,0.10572
145026866,-0.05429,-0.17419,0.1199
145041566,-0.07561,-0.18911,0.1135
145041567,-0.08016,-0.19404,0.11388
145041569,-0.08188,-0.19555,0.11367
145053544,-0.0911,-0.17489,0.0837899999999999
145053975,-0.09474,-0.20185,0.10711
145071371,-0.09159,-0.18591,0.0943199999999999
145071372,-0.09262,-0.1856,0.09298
145107594,-0.09276,-0.19525,0.10249
145119322,-0.09915,-0.20313,0.10398
145119330,-0.09774,-0.19171,0.09397
145119336,-0.10716,-0.20597,0.0988099999999999
145126180,-0.09053,-0.19775,0.10722
145132795,-0.10175,-0.17798,0.07623
145155756,-0.09279,-0.18029,0.0875
145162290,-0.10503,-0.20164,0.09661
145163424,-0.10901,-0.19545,0.08644
145163451,-0.10382,-0.18706,0.08324
145163460,-0.09717,-0.1824,0.08523
145182771,-0.12068,-0.19856,0.0778799999999999
145195449,-0.10072,-0.20381,0.1030899999999999
145195996,-0.09431,-0.16776,0.0734499999999999
145199186,-0.09218,-0.19897,0.10679
145222839,-0.08585,-0.20186,0.11601
145222843,-0.08545,-0.20107,0.11562
145226401,-0.09214,-0.18445,0.09231
145237357,-0.10013,-0.18238,0.0822499999999999
145237379,-0.10747,-0.19202,0.08455
145266295,-0.09166,-0.1877,0.09604
145266484,-0.07633,-0.11565,0.03932
145266548,-0.09143,-0.19859,0.1071599999999999
145266559,-0.09808,-0.16045,0.06237
145266604,-0.09485,-0.19082,0.0959699999999999
145266706,-0.09747,-0.18346,0.08599
145266709,-0.10153,-0.18076,0.07923
145275033,-0.09915,-0.17916,0.08001
145289559,-0.09712,-0.18033,0.0832099999999999
145336588,-0.10005,-0.18344,0.0833899999999999
145336595,-0.09699,-0.18405,0.0870599999999999
145336596,-0.09706,-0.18368,0.08662
145342965,-0.1105,-0.19561,0.08511
145342966,-0.10544,-0.1908,0.0853599999999999
145350367,-0.10717,-0.18666,0.0794899999999999
145357166,-0.09409,-0.20125,0.10716
145362854,-0.09273,-0.19819,0.10546
145362858,-0.09243,-0.19763,0.1052
145362861,-0.09556,-0.20274,0.10718
145362867,-0.08625,-0.19258,0.10633
145362868,-0.09379,-0.20256,0.1087699999999999
145389379,-0.10055,-0.20482,0.10427
145421467,-0.10659,-0.19894,0.09235
145423720,-0.09007,-0.18284,0.09277
145474331,-0.10084,-0.20856,0.10772
145474363,-0.12259,-0.21635,0.0937599999999999
145480061,-0.10797,-0.20208,0.09411
145480063,-0.09151,-0.1913,0.09979
145480064,-0.09148,-0.19394,0.10246
145489459,-0.11348,-0.19739,0.08391
145506909,-0.11272,-0.15854,0.0458199999999999
145514882,-0.11986,-0.22328,0.10342
145551037,-0.1159,-0.21518,0.09928
145553816,-0.10074,-0.20276,0.10202
145561646,-0.11155,-0.19727,0.08572
145561649,-0.10744,-0.20151,0.09407
145561650,-0.11082,-0.19577,0.08495
145561660,-0.11163,-0.19388,0.08225
145561667,-0.13817,-0.20449,0.06632
145561678,-0.12521,-0.19451,0.0693
145561680,-0.13366,-0.19997,0.06631
145563327,-0.1309,-0.19703,0.06613
145565809,-0.11754,-0.20162,0.0840799999999999
145566211,-0.11203,-0.19247,0.08044
145583764,-0.11917,-0.18087,0.0617
145583766,-0.1181,-0.18061,0.06251
145583774,-0.12419,-0.17066,0.04647
145583786,-0.11154,-0.18169,0.0701499999999999
145608090,-0.13789,-0.19244,0.0545499999999999
145639144,-0.12643,-0.18821,0.06178
145639971,-0.114,-0.19675,0.08275
145639974,-0.11011,-0.19142,0.08131
145639975,-0.11363,-0.19095,0.07732
145639976,-0.13188,-0.20571,0.07383
145640534,-0.12661,-0.21954,0.09293
145652625,-0.1162,-0.18026,0.06406
145668076,-0.13145,-0.19261,0.0611599999999999
145673473,-0.10966,-0.18978,0.08012
145673475,-0.1001,-0.18097,0.08087
145679738,-0.12242,-0.20387,0.08145
145701063,-0.10733,-0.19356,0.08623
145701068,-0.12465,-0.18862,0.06397
145701080,-0.11199,-0.19352,0.0815299999999999
145701805,-0.12852,-0.21773,0.08921
145710580,-0.11443,-0.20213,0.0877
145710776,-0.12793,-0.2018,0.07387
145711456,-0.11667,-0.20685,0.09018
145712016,-0.15985,-0.23379,0.07394
145720676,-0.12721,-0.19859,0.07138
145722218,-0.12938,-0.20483,0.07545
145730006,-0.14244,-0.22949,0.0870499999999999
145730007,-0.15931,-0.18591,0.0265999999999999
145730034,-0.13447,-0.2054,0.0709299999999999
145740154,-0.14343,-0.21749,0.0740599999999999
145740159,-0.13634,-0.20777,0.07143
145754311,-0.1136,-0.20402,0.09042
145757525,-0.12242,-0.19208,0.06966
145783171,-0.13082,-0.21013,0.07931
145785892,-0.13401,-0.20326,0.06925
145794031,-0.13996,-0.21635,0.0763899999999999
145794756,-0.12075,-0.18323,0.06248
145795829,-0.12979,-0.18619,0.0564
145795830,-0.12418,-0.18149,0.05731
145801622,-0.11866,-0.20331,0.0846499999999999
145801861,-0.1227,-0.20349,0.08079
145802438,-0.11393,-0.20769,0.09376
145802439,-0.11761,-0.21001,0.0924
145803962,-0.13064,-0.1938,0.06316
145803963,-0.12862,-0.1803,0.0516799999999999
145803965,-0.13064,-0.19374,0.0630999999999999
145810269,-0.10979,-0.17126,0.06147
145810270,-0.10995,-0.17061,0.06066
145810924,-0.15078,-0.20761,0.0568299999999999
145823466,-0.11223,-0.19307,0.08084
145823467,-0.11453,-0.19589,0.08136
145823468,-0.10687,-0.19356,0.08669
145823469,-0.10935,-0.20101,0.0916599999999999
145823470,-0.11476,-0.19589,0.08113
145823471,-0.11287,-0.19392,0.08105
145823474,-0.11551,-0.19572,0.08021
145835171,-0.11895,-0.19399,0.07504
145841507,-0.12173,-0.19589,0.07416
145841509,-0.13183,-0.20441,0.07258
145845379,-0.12897,-0.2105,0.0815299999999999
145849686,-0.11922,-0.21004,0.09082
145855128,-0.11453,-0.20602,0.09149
145855930,-0.12943,-0.20823,0.0788
145861213,-0.11919,-0.19462,0.0754299999999999
145864417,-0.12275,-0.20516,0.08241
145916052,-0.12034,-0.18536,0.06502
145916094,-0.11535,-0.20121,0.08586
145916111,-0.11643,-0.19005,0.0736199999999999
145926775,-0.12825,-0.21658,0.0883299999999999
145945081,-0.12434,-0.20742,0.0830799999999999
145947043,-0.11882,-0.21244,0.09362
145947908,-0.11745,-0.21002,0.09257
145949238,-0.12055,-0.19969,0.07914
145949509,-0.11475,-0.20059,0.0858399999999999
145949905,-0.12141,-0.20607,0.08466
145950046,-0.12233,-0.20952,0.08719
145950454,-0.1152,-0.20535,0.09015
145950692,-0.12204,-0.19726,0.07522
145951176,-0.11886,-0.19497,0.07611
145951750,-0.11955,-0.20058,0.08103
145951871,-0.1187,-0.19493,0.0762299999999999
145951906,-0.12248,-0.20743,0.08495
145952087,-0.11522,-0.19998,0.0847599999999999
145952113,-0.13299,-0.20334,0.07035
145952269,-0.10874,-0.18808,0.07934
145952383,-0.12242,-0.20472,0.0823
145952814,-0.1205,-0.20188,0.08138
145953132,-0.11558,-0.20007,0.08449
145954780,-0.12324,-0.20624,0.083
145954845,-0.13082,-0.19266,0.06184
145955087,-0.11671,-0.20781,0.0911
145955363,-0.10638,-0.19634,0.0899599999999999
145955628,-0.11617,-0.20402,0.08785
145955753,-0.12457,-0.21087,0.0863
145956047,-0.11931,-0.2018,0.08249
145956577,-0.12335,-0.20874,0.08539
145957065,-0.14321,-0.21887,0.07566
145958396,-0.12482,-0.21103,0.08621
145958498,-0.12269,-0.20931,0.08662
145958546,-0.12092,-0.19488,0.07396
145958624,-0.12879,-0.21032,0.08153
145958964,-0.13158,-0.20038,0.0688
145959589,-0.13105,-0.19942,0.0683699999999999
145959663,-0.1215,-0.20557,0.08407
145959696,-0.11601,-0.20393,0.08792
145960096,-0.11614,-0.20519,0.08905
145960160,-0.12002,-0.20373,0.0837099999999999
145960751,-0.12958,-0.18655,0.0569699999999999
145961013,-0.12485,-0.1971,0.07225
145963836,-0.1098,-0.18982,0.08002
145965150,-0.11615,-0.19366,0.07751
145965781,-0.11127,-0.17527,0.064
145965825,-0.11293,-0.17439,0.0614599999999999
145965911,-0.11251,-0.17416,0.06165
145966157,-0.11187,-0.17993,0.06806
145966235,-0.12001,-0.18679,0.06678
145966354,-0.12143,-0.19077,0.06934
145966935,-0.1162,-0.18655,0.07035
145967927,-0.11488,-0.19888,0.084
145968338,-0.12031,-0.18901,0.0687
145969126,-0.11324,-0.19788,0.08464
145969150,-0.11242,-0.18065,0.06823
145969303,-0.10551,-0.19172,0.08621
145969579,-0.11948,-0.19957,0.08009
145970064,-0.113,-0.17463,0.06163
145971264,-0.11657,-0.2041,0.08753
145972810,-0.11472,-0.18327,0.0685499999999999
145972895,-0.12067,-0.20819,0.0875199999999999
145974286,-0.11628,-0.20456,0.08828
145974492,-0.13089,-0.18883,0.0579399999999999
145974581,-0.12085,-0.2004,0.07955
145974917,-0.11488,-0.18294,0.06806
145976156,-0.11241,-0.17375,0.0613399999999999
145976176,-0.11139,-0.17643,0.06504
145976186,-0.11629,-0.18227,0.0659799999999999
145976488,-0.11174,-0.18009,0.06835
145976588,-0.11635,-0.18663,0.07028
145977135,-0.11996,-0.18694,0.06698
145977759,-0.11399,-0.17618,0.06219
145978164,-0.11236,-0.18058,0.0682199999999999
145978619,-0.12459,-0.18307,0.05848
145978896,-0.11322,-0.20041,0.08719
145980148,-0.11634,-0.20989,0.09355
145980172,-0.12978,-0.21718,0.0874
145980352,-0.11613,-0.20967,0.09354
145980417,-0.11609,-0.1708,0.05471
145980600,-0.11525,-0.1885,0.07325
145980819,-0.11176,-0.20399,0.09223
145981708,-0.1159,-0.20869,0.0927899999999999
145981750,-0.12807,-0.21257,0.0845
145981785,-0.11723,-0.21036,0.0931299999999999
145981919,-0.11327,-0.19301,0.0797399999999999
145982077,-0.114,-0.20538,0.09138
145982245,-0.12028,-0.21186,0.09158
145982739,-0.11127,-0.19632,0.08505
145982859,-0.11893,-0.1943,0.07537
145982915,-0.11602,-0.20658,0.09056
145982970,-0.11844,-0.19858,0.08014
145983173,-0.11961,-0.19796,0.07835
145983180,-0.11633,-0.20765,0.09132
145983500,-0.11915,-0.20133,0.08218
145983630,-0.11193,-0.18621,0.0742799999999999
145983710,-0.11809,-0.20474,0.08665
145983777,-0.13141,-0.19141,0.06
145983793,-0.11811,-0.19883,0.08072
145984327,-0.11751,-0.1996,0.08209
145984917,-0.1149,-0.20549,0.09059
145985132,-0.11908,-0.19413,0.0750499999999999
145985324,-0.11873,-0.20085,0.08212
145985331,-0.11785,-0.19933,0.08148
145985453,-0.11132,-0.18679,0.07547
145985633,-0.11408,-0.20608,0.092
145986211,-0.11946,-0.1979,0.07844
145986692,-0.11449,-0.20655,0.09206
145986756,-0.11439,-0.20375,0.0893599999999999
145986889,-0.11579,-0.20905,0.09326
145987111,-0.11469,-0.1969,0.0822099999999999
145987178,-0.11398,-0.20189,0.0879099999999999
145987627,-0.1262,-0.21353,0.0873299999999999
145987945,-0.11903,-0.19869,0.07966
145988358,-0.12396,-0.21141,0.0874499999999999
145988508,-0.11406,-0.20207,0.08801
145988886,-0.12085,-0.19195,0.0711
145989650,-0.1187,-0.20932,0.09062
145989753,-0.11849,-0.19986,0.08137
145989870,-0.11539,-0.20529,0.0899
145989915,-0.1144,-0.19989,0.08549
145990116,-0.11614,-0.20976,0.09362
145990311,-0.1155,-0.20673,0.0912299999999999
145990991,-0.11585,-0.20674,0.09089
145991156,-0.11403,-0.20231,0.0882799999999999
145991448,-0.11809,-0.19794,0.07985
145991557,-0.11463,-0.20208,0.08745
145991568,-0.11172,-0.19405,0.08233
145991788,-0.1148,-0.20493,0.09013
145992195,-0.1155,-0.20457,0.08907
145992364,-0.11268,-0.20215,0.08947
145992522,-0.11503,-0.20519,0.09016
145993052,-0.11809,-0.20663,0.08854
145993068,-0.11555,-0.20607,0.09052
145993730,-0.11716,-0.18701,0.06985
146013662,-0.1106,-0.19315,0.0825499999999999
146014228,-0.12525,-0.20742,0.0821699999999999
146014785,-0.12388,-0.2137,0.08982
146018191,-0.13601,-0.20944,0.07343
146018194,-0.12505,-0.20544,0.08039
146018196,-0.13763,-0.21264,0.07501
146018198,-0.14312,-0.19413,0.05101
146018199,-0.12705,-0.20798,0.08093
146020964,-0.12481,-0.17394,0.04913
146022354,-0.11917,-0.20993,0.09076
146022355,-0.1129,-0.20483,0.09193
146026399,-0.11545,-0.1896,0.07415
146026400,-0.11428,-0.18698,0.0727
146026438,-0.11452,-0.18466,0.07014
146028441,-0.03733,-0.17445,0.13712
146032658,-0.12509,-0.19146,0.0663699999999999
146032659,-0.12501,-0.19175,0.06674
146032660,-0.12755,-0.19199,0.06444
146036163,-0.15713,-0.19162,0.03449
146158126,-0.12129,-0.17761,0.0563199999999999
146158200,-0.14436,-0.19487,0.05051
146159174,-0.118,-0.19277,0.07477
146163279,-0.1227,-0.19024,0.0675399999999999
146163391,-0.12017,-0.20757,0.0874
146163392,-0.13006,-0.2135,0.0834399999999999
146163463,-0.12273,-0.20982,0.08709
146163464,-0.12528,-0.19811,0.07283
146164992,-0.12694,-0.18362,0.05668
146171414,-0.10397,-0.20028,0.09631
146171482,-0.10885,-0.19347,0.08462
146171484,-0.10728,-0.18897,0.08169
146177067,-0.12884,-0.19952,0.0706799999999999
146177616,-0.11397,-0.18395,0.06998
146177618,-0.11558,-0.18589,0.07031
146177725,-0.11424,-0.18443,0.07019
146177730,-0.11462,-0.18666,0.0720399999999999
146177816,-0.1174,-0.18848,0.07108
146186055,-0.13178,-0.20138,0.0696
146188135,-0.119,-0.19128,0.07228
146188136,-0.11941,-0.19226,0.0728499999999999
146188144,-0.11911,-0.19146,0.07235
146188145,-0.12015,-0.1942,0.07405
146188146,-0.12274,-0.19711,0.07437
146188147,-0.11564,-0.18836,0.0727199999999999
146188148,-0.1219,-0.19356,0.07166
146188150,-0.12343,-0.18574,0.0623099999999999
146188209,-0.12858,-0.19957,0.07099
146188211,-0.12031,-0.19514,0.07483
146188214,-0.12025,-0.1943,0.07405
146188215,-0.11993,-0.18245,0.06252
146191212,-0.12053,-0.19453,0.074
146191221,-0.11894,-0.18915,0.07021
146191225,-0.11885,-0.19117,0.07232
146199415,-0.12156,-0.21124,0.08968
146199416,-0.12504,-0.21181,0.0867699999999999
146214884,-0.11208,-0.18629,0.07421
146233530,-0.11176,-0.19212,0.08036
146242012,-0.12092,-0.19345,0.07253
146242059,-0.11898,-0.18709,0.06811
146276189,-0.11876,-0.19193,0.0731699999999999
146282505,-0.12258,-0.19788,0.0753
146289647,-0.08007,-0.17277,0.0927
146291910,-0.11297,-0.20405,0.09108
146317599,-0.1158,-0.20181,0.0860099999999999
146317600,-0.11518,-0.20131,0.0861299999999999
146317608,-0.12041,-0.20235,0.08194
146317630,-0.12045,-0.20211,0.08166
146321339,-0.11181,-0.1923,0.0804899999999999
146341386,-0.11462,-0.18765,0.07303
146360056,-0.15984,-0.23269,0.07285
146361044,-0.12144,-0.1917,0.07026
146368072,-0.11982,-0.17509,0.05527
146380818,-0.12224,-0.1851,0.0628599999999999
146383802,-0.11505,-0.16021,0.0451599999999999
146386193,-0.09416,-0.18274,0.08858
146398651,-0.11211,-0.18803,0.07592
146403937,-0.11487,-0.2056,0.09073
146440868,-0.12139,-0.197,0.07561
146443956,-0.12786,-0.21113,0.08327
146443958,-0.12587,-0.2094,0.08353
146453497,-0.11982,-0.18629,0.06647
146469308,-0.13431,-0.20623,0.0719199999999999
146484454,-0.10915,-0.18273,0.07358
146503542,-0.11553,-0.19502,0.07949
146504479,-0.10627,-0.20457,0.0983
146506058,-0.12185,-0.19248,0.07063
146510422,-0.13622,-0.21006,0.0738399999999999
146521528,-0.11371,-0.19521,0.0814999999999999
146528661,-0.10693,-0.17823,0.0713
146538909,-0.12136,-0.20859,0.08723
146538910,-0.1214,-0.20734,0.08594
146539671,-0.12057,-0.19088,0.07031
146539699,-0.11867,-0.20494,0.08627
146576745,-0.08161,-0.19537,0.1137599999999999
146576921,-0.09862,-0.20577,0.10715
146576922,-0.09823,-0.20159,0.10336
146576936,-0.12352,-0.21052,0.087
146576937,-0.13581,-0.21642,0.08061
146576938,-0.11481,-0.209,0.09419
146576941,-0.12079,-0.20446,0.08367
146576944,-0.10896,-0.20019,0.09123
146576945,-0.12119,-0.20577,0.08458
146576949,-0.10034,-0.19622,0.09588
146576950,-0.10878,-0.19856,0.0897799999999999
146577200,-0.11894,-0.20428,0.0853399999999999
146577201,-0.1106,-0.2028,0.0922
146577203,-0.13076,-0.21178,0.08102
146577734,-0.1231,-0.20151,0.07841
146606626,-0.12044,-0.18269,0.0622499999999999
146607056,-0.1263,-0.18539,0.05909
146607071,-0.1233,-0.1835,0.0601999999999999
146657619,-0.11577,-0.17544,0.05967
146657624,-0.1187,-0.17914,0.0604399999999999
146657626,-0.1193,-0.18128,0.0619799999999999
146657629,-0.11953,-0.1818,0.0622699999999999
146666463,-0.1391,-0.19436,0.05526
146666465,-0.12622,-0.20489,0.0786699999999999
146681515,-0.11,-0.1926,0.0825999999999999
146682114,-0.136,-0.19289,0.0568899999999999
146682146,-0.10213,-0.18519,0.08306
146682484,-0.12187,-0.20976,0.08789
146682485,-0.12035,-0.20829,0.08794
146682562,-0.1289,-0.18483,0.05593
146682565,-0.13214,-0.18621,0.0540699999999999
146682643,-0.12258,-0.21038,0.0878
146682674,-0.12414,-0.19127,0.06713
146682823,-0.11435,-0.18284,0.06849
146682869,-0.1064,-0.19673,0.09033
146683011,-0.1205,-0.19593,0.07543
146683012,-0.12405,-0.19624,0.07219
146683121,-0.10917,-0.19448,0.0853099999999999
146683124,-0.12841,-0.18695,0.05854
146683172,-0.1205,-0.20359,0.08309
146683286,-0.10294,-0.19964,0.0967
146683415,-0.10904,-0.20669,0.09765
146683954,-0.12617,-0.18017,0.0539999999999999
146684219,-0.11238,-0.18218,0.0698
146684220,-0.10908,-0.18815,0.07907
146684330,-0.10808,-0.18557,0.07749
146792585,-0.11072,-0.19978,0.08906
146801799,-0.12923,-0.2032,0.0739699999999999
146866965,-0.11966,-0.18084,0.06118
146916445,-0.11598,-0.18977,0.07379
146979645,-0.12106,-0.20193,0.08087
147007780,-0.12294,-0.19035,0.06741
147008601,-0.12666,-0.18391,0.0572499999999999
147037721,-0.10964,-0.18177,0.0721299999999999
147047891,-0.06993,-0.16808,0.09815
147060272,-0.11675,-0.19806,0.08131
147077152,-0.12574,-0.1667,0.0409599999999999
147173149,-0.11904,-0.19153,0.07249
147224192,-0.11749,-0.19267,0.07518
147242014,-0.12527,-0.21316,0.08789
147362575,-0.11965,-0.19215,0.0724999999999999
147364392,-0.12831,-0.21883,0.0905199999999999
147373033,-0.09717,-0.19533,0.09816
147470691,-0.12686,-0.19548,0.0686199999999999
147543456,-0.12087,-0.20361,0.08274
