CID,HOMO,HOMO-1,delta_orbs
595921,-0.11598,-0.19949,0.08351
596139,-0.09061,-0.18315,0.09254
596741,-0.09197,-0.18146,0.08949
597139,-0.09149,-0.16989,0.0784
5972358,-0.09293,-0.19061,0.09768
59730,-0.1095,-0.18715,0.07765
598359,-0.09823,-0.19312,0.09489
598522,-0.09808,-0.18394,0.0858599999999999
599012,-0.09152,-0.1925,0.10098
599130,-0.0968,-0.18318,0.08638
5996291,-0.10773,-0.20325,0.0955199999999999
599908,-0.09751,-0.17625,0.0787399999999999
599937,-0.10242,-0.18306,0.08064
599944,-0.08954,-0.18352,0.09398
600001,-0.09413,-0.18929,0.09516
600200,-0.09461,-0.18509,0.09048
600584,-0.1083,-0.18759,0.07929
600648,-0.08635,-0.18012,0.09377
6017159,-0.10244,-0.20516,0.10272
602760,-0.08215,-0.18172,0.0995699999999999
6032119,-0.08967,-0.19695,0.1072799999999999
603999,-0.09272,-0.17727,0.08455
604192,-0.09349,-0.192,0.09851
605265,-0.09391,-0.1966,0.10269
605363,-0.09562,-0.18312,0.0875
605365,-0.09831,-0.18406,0.08575
605368,-0.09036,-0.18787,0.09751
6053996,-0.096,-0.17858,0.0825799999999999
605427,-0.09529,-0.17634,0.08105
605567,-0.10177,-0.18587,0.0841
6070927,-0.09203,-0.19342,0.10139
607110,-0.1156,-0.17884,0.06324
607199,-0.09495,-0.18838,0.0934299999999999
607705,-0.09405,-0.18706,0.09301
607796,-0.09298,-0.18679,0.09381
607838,-0.09214,-0.17627,0.08413
607845,-0.10327,-0.19707,0.0938
6081964,-0.10247,-0.19639,0.09392
608220,-0.09138,-0.19735,0.10597
608228,-0.11053,-0.20843,0.0979
608257,-0.09478,-0.19622,0.10144
608272,-0.09386,-0.18772,0.09386
608583,-0.0939,-0.17588,0.08198
608585,-0.08811,-0.18653,0.09842
608651,-0.10229,-0.18362,0.08133
608669,-0.09806,-0.1824,0.08434
608777,-0.09084,-0.18401,0.09317
6091191,-0.09745,-0.1826,0.08515
609303,-0.08943,-0.1871,0.0976699999999999
610143,-0.10445,-0.2074,0.10295
6104236,-0.09772,-0.20472,0.107
610460,-0.09842,-0.18179,0.08337
6108061,-0.08851,-0.1874,0.09889
6109815,-0.10649,-0.202,0.09551
611018,-0.11114,-0.21233,0.1011899999999999
6111772,-0.08929,-0.19054,0.1012499999999999
611225,-0.10151,-0.19915,0.0976399999999999
611226,-0.09696,-0.19543,0.0984699999999999
611244,-0.0958,-0.17411,0.0783099999999999
611379,-0.09676,-0.18175,0.08499
611380,-0.08987,-0.19996,0.11009
611385,-0.09304,-0.19171,0.09867
611411,-0.10166,-0.19931,0.0976499999999999
611419,-0.09286,-0.19107,0.0982099999999999
611429,-0.09276,-0.19151,0.09875
611455,-0.0875,-0.19964,0.11214
611457,-0.08746,-0.19963,0.11217
611715,-0.10162,-0.19585,0.09423
6117237,-0.09797,-0.18333,0.0853599999999999
6119896,-0.08277,-0.17457,0.0918
612183,-0.08908,-0.18436,0.0952799999999999
612212,-0.10831,-0.19534,0.08703
612529,-0.11068,-0.19461,0.08393
612620,-0.08905,-0.18298,0.09393
612645,-0.11866,-0.22503,0.10637
612752,-0.08653,-0.18142,0.09489
612788,-0.09761,-0.18403,0.08642
613727,-0.09215,-0.19309,0.10094
613892,-0.09265,-0.19385,0.1012
614116,-0.09347,-0.19531,0.10184
614205,-0.09577,-0.19775,0.10198
6142478,-0.09961,-0.18467,0.08506
614262,-0.1013,-0.21458,0.1132799999999999
614500,-0.08781,-0.19989,0.11208
615064,-0.10492,-0.20254,0.09762
615329,-0.09803,-0.19739,0.09936
615515,-0.09052,-0.17673,0.08621
615588,-0.0939,-0.18052,0.08662
615626,-0.09174,-0.19471,0.1029699999999999
615988,-0.1003,-0.19729,0.0969899999999999
616055,-0.10838,-0.20141,0.09303
616091,-0.08485,-0.17971,0.09486
616266,-0.08966,-0.19509,0.10543
616298,-0.10588,-0.19183,0.08595
616426,-0.09183,-0.17197,0.08014
616679,-0.09898,-0.18333,0.08435
616680,-0.10113,-0.18518,0.08405
616709,-0.09724,-0.19456,0.09732
616789,-0.0895,-0.19457,0.10507
616802,-0.09875,-0.20369,0.10494
617001,-0.09669,-0.204,0.1073099999999999
617076,-0.1031,-0.19711,0.09401
617085,-0.10073,-0.19722,0.09649
617220,-0.10994,-0.18926,0.07932
617222,-0.09763,-0.18628,0.08865
617223,-0.10635,-0.18319,0.0768399999999999
617280,-0.09226,-0.19112,0.09886
6174306,-0.09942,-0.18496,0.08554
617663,-0.10229,-0.18657,0.08428
617672,-0.09615,-0.18624,0.0900899999999999
617701,-0.09866,-0.19494,0.09628
617886,-0.0939,-0.2025,0.1086
617969,-0.10131,-0.20121,0.0999
618002,-0.09428,-0.19537,0.1010899999999999
618099,-0.09922,-0.17408,0.07486
618369,-0.09681,-0.19084,0.09403
618481,-0.09408,-0.19254,0.0984599999999999
618591,-0.08859,-0.19051,0.10192
618652,-0.11103,-0.2101,0.09907
618938,-0.09928,-0.18953,0.09025
619173,-0.104,-0.18967,0.08567
619192,-0.11025,-0.19559,0.08534
619198,-0.10554,-0.18192,0.07638
619272,-0.10162,-0.20131,0.0996899999999999
619349,-0.09384,-0.19591,0.10207
619375,-0.09402,-0.19168,0.0976599999999999
619402,-0.09227,-0.17604,0.08377
619461,-0.09422,-0.19628,0.10206
619491,-0.11755,-0.21252,0.0949699999999999
619544,-0.08953,-0.19346,0.10393
619554,-0.08416,-0.19069,0.10653
619891,-0.09763,-0.20079,0.10316
619895,-0.0856,-0.19702,0.11142
620049,-0.10589,-0.208,0.1021099999999999
620286,-0.08936,-0.18277,0.0934099999999999
620298,-0.08991,-0.19283,0.10292
620301,-0.08755,-0.19922,0.11167
620322,-0.09516,-0.19647,0.10131
620365,-0.09177,-0.19354,0.1017699999999999
620549,-0.09527,-0.20028,0.10501
620551,-0.09576,-0.19749,0.10173
620609,-0.0941,-0.19836,0.10426
620948,-0.08413,-0.16904,0.08491
620996,-0.1069,-0.20508,0.09818
621005,-0.08446,-0.18492,0.10046
621021,-0.08682,-0.17536,0.08854
621049,-0.0908,-0.18877,0.0979699999999999
621348,-0.08637,-0.18771,0.1013399999999999
621370,-0.0855,-0.18874,0.1032399999999999
621377,-0.08412,-0.18605,0.1019299999999999
621483,-0.08835,-0.19075,0.1024
621732,-0.08694,-0.18138,0.09444
621740,-0.09507,-0.18175,0.08668
621767,-0.09302,-0.18721,0.0941899999999999
622037,-0.08634,-0.19438,0.10804
622085,-0.10555,-0.18144,0.0758899999999999
622104,-0.10312,-0.18973,0.08661
622160,-0.10772,-0.20964,0.10192
622329,-0.10026,-0.19664,0.09638
622513,-0.08863,-0.17966,0.0910299999999999
622679,-0.08783,-0.1862,0.09837
622752,-0.09053,-0.19584,0.1053099999999999
623032,-0.08656,-0.18783,0.10127
623033,-0.08685,-0.18717,0.10032
623044,-0.09295,-0.19674,0.10379
623050,-0.09801,-0.18067,0.08266
623053,-0.10285,-0.1999,0.09705
623686,-0.08773,-0.19036,0.10263
623876,-0.10159,-0.20017,0.0985799999999999
623940,-0.09778,-0.19041,0.0926299999999999
623980,-0.10428,-0.20459,0.10031
624085,-0.09234,-0.19992,0.1075799999999999
624192,-0.09582,-0.19056,0.09474
624204,-0.08957,-0.1982,0.1086299999999999
624381,-0.09313,-0.17678,0.0836499999999999
624512,-0.10627,-0.19205,0.08578
624579,-0.09789,-0.20575,0.1078599999999999
624824,-0.09843,-0.17474,0.07631
624912,-0.09001,-0.18294,0.0929299999999999
624935,-0.09304,-0.1943,0.10126
624945,-0.09155,-0.19115,0.0995999999999999
624954,-0.09205,-0.19154,0.0994899999999999
624961,-0.09309,-0.19453,0.10144
624966,-0.09286,-0.19398,0.10112
625049,-0.09007,-0.18431,0.09424
625088,-0.08691,-0.18762,0.10071
625092,-0.08736,-0.18537,0.09801
625242,-0.09161,-0.19983,0.10822
625367,-0.10817,-0.2112,0.10303
625497,-0.11134,-0.21194,0.1006
625527,-0.10843,-0.20781,0.09938
625575,-0.11629,-0.22166,0.1053699999999999
625611,-0.09612,-0.19383,0.09771
625612,-0.0961,-0.19416,0.09806
625632,-0.09768,-0.1969,0.0992199999999999
625633,-0.09713,-0.19592,0.09879
6260036,-0.09671,-0.2034,0.10669
626117,-0.10213,-0.18978,0.08765
626118,-0.09941,-0.18071,0.0813
626253,-0.11937,-0.21907,0.0996999999999999
626323,-0.10168,-0.20145,0.0997699999999999
626354,-0.08537,-0.19074,0.1053699999999999
626486,-0.08801,-0.18667,0.09866
626497,-0.08859,-0.19473,0.1061399999999999
626498,-0.08963,-0.19787,0.1082399999999999
626608,-0.08619,-0.18757,0.1013799999999999
626653,-0.09745,-0.17246,0.07501
626812,-0.08963,-0.19666,0.10703
626899,-0.08884,-0.19485,0.10601
626908,-0.08787,-0.18539,0.09752
626912,-0.08602,-0.18745,0.10143
6271568,-0.10308,-0.20822,0.1051399999999999
627321,-0.09303,-0.19389,0.10086
627840,-0.09873,-0.17971,0.08098
628034,-0.09528,-0.20541,0.11013
628043,-0.10302,-0.17664,0.0736199999999999
628062,-0.09188,-0.20413,0.11225
628236,-0.08895,-0.1829,0.09395
628435,-0.08419,-0.18242,0.09823
628475,-0.08926,-0.18348,0.09422
628499,-0.08372,-0.18229,0.09857
628531,-0.09493,-0.18661,0.09168
628770,-0.12278,-0.22962,0.1068399999999999
628974,-0.0833,-0.19098,0.10768
629091,-0.09341,-0.19466,0.1012499999999999
6293,-0.09163,-0.20032,0.10869
629325,-0.09967,-0.19615,0.09648
629326,-0.09618,-0.19193,0.0957499999999999
629785,-0.08825,-0.1905,0.10225
629844,-0.0941,-0.19831,0.1042099999999999
630067,-0.12006,-0.22994,0.10988
630215,-0.09009,-0.1982,0.1081099999999999
630401,-0.09207,-0.19032,0.0982499999999999
630433,-0.10684,-0.1952,0.08836
630572,-0.09494,-0.1916,0.09666
630594,-0.0871,-0.18216,0.0950599999999999
630690,-0.1115,-0.21804,0.10654
630908,-0.09569,-0.20192,0.1062299999999999
631009,-0.08421,-0.17788,0.09367
631162,-0.11855,-0.22302,0.10447
631163,-0.11911,-0.22533,0.10622
631307,-0.09667,-0.19333,0.09666
631404,-0.12106,-0.22439,0.10333
631405,-0.08245,-0.18024,0.09779
631427,-0.11779,-0.21214,0.0943499999999999
631437,-0.12309,-0.22955,0.10646
631443,-0.10595,-0.20638,0.10043
631456,-0.09212,-0.1918,0.09968
6323454,-0.09584,-0.18823,0.09239
6332169,-0.12455,-0.14489,0.0203399999999999
6332312,-0.09536,-0.13289,0.03753
6332534,-0.09872,-0.12137,0.02265
6332535,-0.10997,-0.13016,0.02019
6332557,-0.1001,-0.11866,0.01856
6332563,-0.11106,-0.13122,0.0201599999999999
6333421,-0.10415,-0.11944,0.0152899999999999
6333430,-0.10261,-0.11801,0.0153999999999999
6333447,-0.09093,-0.12376,0.03283
636511,-0.09569,-0.16679,0.0711
636520,-0.09988,-0.1958,0.09592
636545,-0.09005,-0.18903,0.09898
636564,-0.0886,-0.17493,0.08633
636698,-0.09055,-0.17482,0.08427
636723,-0.09187,-0.19967,0.1077999999999999
636937,-0.10232,-0.19559,0.09327
637241,-0.09554,-0.19491,0.09937
637335,-0.09314,-0.19654,0.1033999999999999
637396,-0.08423,-0.17504,0.09081
637402,-0.0926,-0.19502,0.10242
637413,-0.09621,-0.1906,0.0943899999999999
637839,-0.09354,-0.18386,0.09032
638297,-0.08891,-0.18954,0.1006299999999999
638569,-0.09475,-0.1976,0.10285
638851,-0.0914,-0.1983,0.1069
639113,-0.10215,-0.18231,0.08016
639184,-0.10156,-0.19283,0.09127
639533,-0.09258,-0.18833,0.09575
639534,-0.09914,-0.20328,0.1041399999999999
639598,-0.09793,-0.19579,0.0978599999999999
640886,-0.10236,-0.20317,0.1008099999999999
640923,-0.11335,-0.20544,0.09209
641132,-0.14338,-0.23455,0.09117
641133,-0.14409,-0.2295,0.08541
641262,-0.09796,-0.19394,0.09598
641675,-0.08804,-0.19299,0.10495
6421986,-0.1054,-0.2059,0.1005
642460,-0.08271,-0.17745,0.0947399999999999
642461,-0.09551,-0.19134,0.09583
642462,-0.08466,-0.18089,0.09623
642463,-0.08234,-0.17729,0.09495
642518,-0.08831,-0.18139,0.09308
642530,-0.08845,-0.18095,0.0925
642540,-0.08811,-0.18092,0.09281
6425703,-0.09353,-0.19028,0.09675
6426267,-0.08026,-0.17767,0.09741
6426906,-0.08523,-0.17879,0.09356
642734,-0.09783,-0.18156,0.08373
6430513,-0.08977,-0.18227,0.0924999999999999
6432803,-0.08524,-0.19616,0.11092
6434213,-0.10137,-0.18687,0.0855
6438590,-0.08673,-0.17875,0.0920199999999999
6438620,-0.12806,-0.20383,0.07577
6438762,-0.09783,-0.18794,0.09011
6442404,-0.09441,-0.19421,0.0998
6443649,-0.09039,-0.18409,0.0937
6443650,-0.08824,-0.1871,0.0988599999999999
6444048,-0.08908,-0.18805,0.0989699999999999
6450458,-0.09454,-0.19555,0.10101
6451440,-0.10058,-0.19892,0.09834
6451462,-0.09874,-0.19011,0.09137
6451640,-0.10691,-0.19077,0.0838599999999999
6452137,-0.09396,-0.18679,0.09283
6452488,-0.08893,-0.18681,0.09788
6454002,-0.09722,-0.19463,0.09741
6454551,-0.09826,-0.19207,0.0938099999999999
6477183,-0.09395,-0.19663,0.10268
6477217,-0.10053,-0.19718,0.09665
6477674,-0.09833,-0.18118,0.08285
6477675,-0.0987,-0.18193,0.08323
6480760,-0.09728,-0.19833,0.10105
6480778,-0.08871,-0.19116,0.10245
6480779,-0.09086,-0.1989,0.10804
6480780,-0.09151,-0.20047,0.10896
6480781,-0.08854,-0.19113,0.10259
6480938,-0.08827,-0.18064,0.09237
6480939,-0.0923,-0.1739,0.0816
6481294,-0.09992,-0.19642,0.0965
6481295,-0.09927,-0.19041,0.09114
6481296,-0.09837,-0.18943,0.0910599999999999
6481297,-0.10097,-0.19768,0.0967099999999999
6481298,-0.09751,-0.18723,0.08972
6481299,-0.09905,-0.1886,0.0895499999999999
6481300,-0.09815,-0.18755,0.0894
6481301,-0.09917,-0.18862,0.08945
6481302,-0.09772,-0.18989,0.09217
6481303,-0.1014,-0.19803,0.09663
6481304,-0.10072,-0.19679,0.0960699999999999
6481305,-0.09744,-0.18791,0.09047
6481306,-0.09928,-0.19016,0.09088
6481307,-0.09921,-0.19001,0.0908
6505036,-0.08564,-0.17837,0.09273
6506538,-0.11264,-0.19187,0.07923
6509086,-0.0906,-0.19163,0.10103
6563746,-0.06201,-0.23671,0.1747
656690,-0.10351,-0.17803,0.0745199999999999
65737,-0.08416,-0.19075,0.10659
65739,-0.09918,-0.20337,0.1041899999999999
6604934,-0.10142,-0.1851,0.0836799999999999
6621034,-0.102,-0.20133,0.09933
66481,-0.09551,-0.19598,0.1004699999999999
66482,-0.09482,-0.19533,0.10051
66484,-0.10152,-0.18979,0.0882699999999999
66508,-0.09325,-0.18949,0.0962399999999999
66510,-0.09498,-0.19486,0.09988
66529,-0.10754,-0.21091,0.1033699999999999
66530,-0.09671,-0.20399,0.10728
66532,-0.09086,-0.19843,0.10757
66556,-0.08353,-0.17535,0.09182
66604,-0.1056,-0.20712,0.10152
6683,-0.08643,-0.18669,0.1002599999999999
6686,-0.0914,-0.19662,0.10522
6688,-0.09036,-0.19211,0.10175
67030,-0.10407,-0.2073,0.10323
6707,-0.09088,-0.19093,0.1000499999999999
6708,-0.09735,-0.19078,0.09343
6709,-0.09508,-0.19531,0.10023
6710629,-0.08476,-0.18742,0.10266
6710718,-0.10752,-0.19647,0.08895
6710774,-0.10225,-0.18646,0.08421
6711,-0.09738,-0.19417,0.09679
6713134,-0.09053,-0.18593,0.0954
6713164,-0.09235,-0.16853,0.07618
6713252,-0.0909,-0.1942,0.1033
67208,-0.09329,-0.19104,0.0977499999999999
67402,-0.09999,-0.17476,0.07477
6755,-0.09902,-0.18466,0.08564
6763,-0.10342,-0.18752,0.0841
6764,-0.11472,-0.19414,0.07942
6772,-0.09118,-0.19837,0.10719
6773,-0.09112,-0.19825,0.10713
6775,-0.14705,-0.23676,0.08971
6776,-0.08975,-0.19916,0.10941
6780,-0.09259,-0.19932,0.1067299999999999
68083,-0.11505,-0.20827,0.09322
68238,-0.08205,-0.17532,0.09327
68239,-0.11182,-0.21738,0.1055599999999999
68241,-0.10783,-0.19018,0.0823499999999999
68262,-0.0862,-0.17946,0.09326
68436,-0.09485,-0.19821,0.10336
68445,-0.09003,-0.19744,0.10741
685584,-0.10008,-0.20784,0.10776
69068,-0.08382,-0.17787,0.09405
6917928,-0.08944,-0.1821,0.09266
69212,-0.0954,-0.17665,0.08125
69213,-0.08948,-0.19462,0.1051399999999999
693329,-0.09258,-0.19471,0.10213
69440,-0.08706,-0.19108,0.10402
69453,-0.1177,-0.21374,0.09604
69457,-0.092,-0.19596,0.10396
69671,-0.10182,-0.19759,0.09577
699761,-0.10341,-0.18112,0.07771
699967,-0.0909,-0.19256,0.10166
699969,-0.0912,-0.19298,0.10178
70055,-0.09861,-0.18989,0.09128
701357,-0.09172,-0.1983,0.10658
701359,-0.09191,-0.1957,0.10379
701360,-0.09087,-0.19333,0.10246
70291,-0.0854,-0.17965,0.09425
703471,-0.09902,-0.19221,0.09319
70379,-0.08999,-0.19434,0.10435
7061091,-0.07911,-0.17983,0.1007199999999999
7062656,-0.0941,-0.19632,0.1022199999999999
7062657,-0.09354,-0.19521,0.10167
7063302,-0.1054,-0.20701,0.10161
7063303,-0.09515,-0.20251,0.10736
7063304,-0.09792,-0.20521,0.10729
7063305,-0.09791,-0.20521,0.1073
7067454,-0.07919,-0.17985,0.10066
707776,-0.09842,-0.1916,0.09318
71042,-0.09757,-0.19894,0.10137
71768,-0.09598,-0.18069,0.08471
71772,-0.07668,-0.19327,0.11659
7179561,-0.09327,-0.19355,0.10028
71825,-0.09702,-0.18229,0.08527
7209528,-0.09143,-0.19074,0.09931
72186,-0.08916,-0.18217,0.09301
72191,-0.09209,-0.18926,0.09717
7230010,-0.0935,-0.19452,0.10102
72521,-0.09446,-0.19328,0.09882
72608,-0.09816,-0.18351,0.08535
72631,-0.09539,-0.19619,0.1008
72732,-0.09,-0.19382,0.10382
72734,-0.09625,-0.19047,0.09422
72742,-0.08571,-0.1943,0.10859
72754,-0.10506,-0.20688,0.10182
72810,-0.1111,-0.19409,0.08299
73072,-0.0914,-0.19773,0.10633
7315358,-0.09029,-0.18742,0.09713
7319528,-0.08453,-0.18141,0.09688
73200,-0.09333,-0.1927,0.09937
73252,-0.13277,-0.21065,0.07788
7326621,-0.08282,-0.1755,0.0926799999999999
7330510,-0.08773,-0.18232,0.09459
7330511,-0.09681,-0.20222,0.10541
7330512,-0.09221,-0.18787,0.09566
73421,-0.08691,-0.18388,0.0969699999999999
7344530,-0.10233,-0.20326,0.1009299999999999
7344534,-0.10073,-0.19623,0.0954999999999999
7347104,-0.1016,-0.19966,0.09806
7347105,-0.1016,-0.19966,0.09806
7347106,-0.10195,-0.2008,0.09885
7347107,-0.10356,-0.20481,0.1012499999999999
7347110,-0.1029,-0.20409,0.1011899999999999
7347111,-0.1029,-0.20413,0.10123
7347112,-0.10111,-0.19651,0.0953999999999999
7347113,-0.10118,-0.19606,0.09488
7347114,-0.10074,-0.19727,0.09653
7347115,-0.10072,-0.19777,0.09705
7348115,-0.10224,-0.20334,0.1011
7348117,-0.10069,-0.19766,0.09697
73490,-0.09481,-0.1973,0.10249
736158,-0.12295,-0.21355,0.0905999999999999
736811,-0.10083,-0.20163,0.1008
73698,-0.08614,-0.1909,0.1047599999999999
73711,-0.10575,-0.19334,0.08759
73920,-0.10958,-0.18677,0.07719
74513,-0.09841,-0.19966,0.10125
74675,-0.16854,-0.20995,0.04141
748128,-0.10095,-0.18679,0.08584
749280,-0.09989,-0.18504,0.08515
74944,-0.10289,-0.20328,0.10039
749613,-0.09828,-0.19149,0.0932099999999999
749929,-0.08731,-0.18518,0.09787
755635,-0.10709,-0.19949,0.0924
755636,-0.10418,-0.19695,0.0927699999999999
75583,-0.09786,-0.18522,0.08736
756054,-0.09525,-0.18852,0.0932699999999999
756055,-0.09924,-0.19322,0.09398
757402,-0.09192,-0.18856,0.09664
757405,-0.09476,-0.18784,0.09308
75864,-0.08379,-0.1823,0.0985099999999999
759368,-0.10641,-0.19908,0.09267
76071,-0.09259,-0.18349,0.0908999999999999
76146,-0.08937,-0.18422,0.0948499999999999
76295,-0.091,-0.19585,0.10485
76415,-0.08935,-0.2039,0.11455
76565,-0.08741,-0.18115,0.09374
76760,-0.09301,-0.19467,0.10166
76831,-0.09405,-0.19444,0.10039
76864,-0.09712,-0.18225,0.08513
76915,-0.09651,-0.17053,0.0740199999999999
7694413,-0.097,-0.19749,0.10049
7699272,-0.09239,-0.19335,0.10096
77114,-0.10825,-0.20398,0.09573
77118,-0.0934,-0.19392,0.10052
7728366,-0.09261,-0.18623,0.09362
7728367,-0.0937,-0.18957,0.0958699999999999
7730236,-0.09559,-0.19376,0.09817
7730276,-0.10444,-0.20514,0.1006999999999999
77307,-0.10524,-0.19196,0.0867199999999999
776376,-0.10331,-0.18871,0.0853999999999999
776381,-0.10225,-0.18694,0.08469
77863,-0.0902,-0.18435,0.09415
77864,-0.08969,-0.18347,0.0937799999999999
78078,-0.10711,-0.20947,0.1023599999999999
78097,-0.13422,-0.22393,0.0897099999999999
78362,-0.13458,-0.22295,0.08837
784736,-0.10692,-0.20713,0.10021
78494,-0.09057,-0.18485,0.0942799999999999
785567,-0.09801,-0.19196,0.0939499999999999
7863830,-0.09259,-0.19323,0.10064
787440,-0.09874,-0.18468,0.08594
790485,-0.10702,-0.19943,0.0924099999999999
790505,-0.09526,-0.19367,0.09841
790526,-0.09513,-0.19346,0.0983299999999999
790532,-0.10053,-0.18584,0.08531
790534,-0.09931,-0.18457,0.08526
790547,-0.10867,-0.2012,0.0925299999999999
790554,-0.10082,-0.18621,0.0853899999999999
790561,-0.11909,-0.20291,0.08382
793112,-0.09638,-0.19152,0.09514
793869,-0.09153,-0.19073,0.0992
79441,-0.08742,-0.18826,0.10084
795099,-0.10958,-0.20213,0.09255
795100,-0.09816,-0.18325,0.08509
795102,-0.09929,-0.18442,0.08513
795104,-0.09781,-0.19622,0.09841
7969622,-0.09812,-0.19857,0.10045
7969636,-0.0982,-0.19891,0.10071
7969695,-0.09815,-0.19863,0.10048
7969789,-0.09822,-0.19853,0.10031
7969792,-0.09791,-0.20255,0.10464
79740,-0.09153,-0.20223,0.1106999999999999
7980493,-0.10683,-0.20784,0.10101
7980495,-0.10716,-0.20822,0.1010599999999999
7980504,-0.10495,-0.20571,0.10076
798735,-0.10991,-0.20962,0.09971
80074,-0.08687,-0.19026,0.10339
80103,-0.10174,-0.20344,0.1017
802518,-0.10691,-0.1987,0.0917899999999999
8029948,-0.09338,-0.1956,0.1022199999999999
80309,-0.08819,-0.18721,0.0990199999999999
80762,-0.08771,-0.19406,0.10635
80827,-0.08906,-0.18037,0.09131
80851,-0.09349,-0.19247,0.09898
81019,-0.08949,-0.19686,0.10737
8122201,-0.10776,-0.20918,0.10142
813582,-0.08809,-0.18544,0.0973499999999999
813587,-0.08736,-0.18481,0.09745
8142815,-0.08943,-0.18944,0.10001
81630,-0.10092,-0.20141,0.10049
81987,-0.08872,-0.18248,0.09376
81989,-0.08713,-0.18795,0.10082
82022,-0.08311,-0.17361,0.0904999999999999
821111,-0.09625,-0.17697,0.0807199999999999
821411,-0.08668,-0.1897,0.10302
821413,-0.08666,-0.18879,0.10213
821448,-0.0907,-0.17403,0.0833299999999999
8219072,-0.09412,-0.19631,0.10219
8219187,-0.0952,-0.20568,0.11048
8219224,-0.08672,-0.19021,0.1034899999999999
822829,-0.09502,-0.20032,0.1053
823103,-0.10763,-0.19543,0.0877999999999999
8235936,-0.094,-0.2015,0.1075
8235946,-0.10314,-0.20529,0.10215
825046,-0.09754,-0.19352,0.09598
825051,-0.10246,-0.20572,0.1032599999999999
825105,-0.09678,-0.19266,0.0958799999999999
825316,-0.0865,-0.17835,0.09185
825426,-0.10151,-0.18703,0.08552
825478,-0.11318,-0.19174,0.0785599999999999
825737,-0.08989,-0.18853,0.09864
828278,-0.11236,-0.2124,0.10004
83259,-0.11063,-0.20962,0.09899
8328,-0.09302,-0.19868,0.1056599999999999
8342,-0.1088,-0.21024,0.10144
8371,-0.12475,-0.22036,0.09561
838259,-0.11097,-0.20929,0.09832
838260,-0.11097,-0.20929,0.09832
839213,-0.08625,-0.17872,0.09247
839260,-0.09515,-0.19004,0.0948899999999999
839301,-0.09515,-0.18856,0.09341
84442,-0.11478,-0.21894,0.10416
84800,-0.08817,-0.18523,0.09706
849729,-0.09396,-0.20439,0.1104299999999999
849730,-0.09439,-0.20465,0.11026
849731,-0.09452,-0.2048,0.11028
849732,-0.09439,-0.20472,0.11033
849733,-0.09461,-0.20488,0.11027
849734,-0.09357,-0.20345,0.1098799999999999
849735,-0.09353,-0.20358,0.11005
849736,-0.10596,-0.20816,0.1022
8509,-0.0929,-0.19202,0.09912
8512,-0.09297,-0.19969,0.10672
8530,-0.09324,-0.19376,0.1005199999999999
8553,-0.09674,-0.20331,0.1065699999999999
85540,-0.10241,-0.1851,0.0826899999999999
867319,-0.10648,-0.20711,0.1006299999999999
868445,-0.09927,-0.18552,0.08625
869049,-0.09451,-0.19365,0.0991399999999999
869105,-0.10126,-0.1867,0.08544
869111,-0.09312,-0.19196,0.09884
869125,-0.10114,-0.18677,0.08563
869126,-0.09814,-0.18334,0.0852
869128,-0.09406,-0.1931,0.0990399999999999
869149,-0.08479,-0.18094,0.0961499999999999
869160,-0.09974,-0.18487,0.08513
869163,-0.09302,-0.19169,0.09867
86928,-0.10653,-0.19524,0.08871
87014,-0.09317,-0.20005,0.10688
8718,-0.08836,-0.18333,0.09497
872692,-0.08701,-0.19846,0.11145
873042,-0.10232,-0.18821,0.08589
87405,-0.09647,-0.19579,0.0993199999999999
87406,-0.10751,-0.20157,0.09406
87538,-0.11834,-0.19276,0.0744199999999999
878478,-0.10744,-0.20851,0.10107
878572,-0.09302,-0.19148,0.09846
878619,-0.0973,-0.19824,0.10094
878805,-0.09375,-0.19244,0.09869
879093,-0.09195,-0.19347,0.10152
879233,-0.09396,-0.20264,0.1086799999999999
88175,-0.11223,-0.20589,0.09366
88562,-0.08697,-0.18675,0.09978
886411,-0.09633,-0.1934,0.0970699999999999
886412,-0.09634,-0.1934,0.09706
8867476,-0.09557,-0.20029,0.10472
88786,-0.09547,-0.18002,0.08455
89406,-0.0986,-0.1882,0.0896
89644,-0.09469,-0.19167,0.09698
89778,-0.09531,-0.1747,0.0793899999999999
899336,-0.10303,-0.19509,0.09206
899981,-0.09347,-0.19264,0.09917
900034,-0.09374,-0.19473,0.1009899999999999
900035,-0.09236,-0.18772,0.09536
9019956,-0.09838,-0.19862,0.10024
902251,-0.11918,-0.23534,0.11616
902254,-0.12342,-0.23527,0.11185
90569,-0.09117,-0.19815,0.1069799999999999
908450,-0.10986,-0.20403,0.0941699999999999
909758,-0.07615,-0.17313,0.09698
910702,-0.07753,-0.17762,0.10009
911437,-0.10265,-0.18841,0.0857599999999999
913965,-0.09177,-0.18965,0.09788
915007,-0.10095,-0.20116,0.10021
915182,-0.1118,-0.21046,0.09866
915183,-0.11201,-0.20992,0.09791
915330,-0.10573,-0.20778,0.1020499999999999
915481,-0.10669,-0.20229,0.0956
915942,-0.10366,-0.20124,0.09758
916230,-0.09477,-0.19035,0.09558
918453,-0.09161,-0.18941,0.0978
918797,-0.09261,-0.18602,0.0934099999999999
919367,-0.10132,-0.21004,0.10872
919660,-0.09854,-0.19166,0.09312
919672,-0.08223,-0.17717,0.09494
919756,-0.10131,-0.2014,0.10009
920115,-0.09722,-0.19061,0.09339
